"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","typeStatus","infraspecificEpithet"
"56","2019-10-02 14:55:18-03","UFMG","BHCB","191345","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lauraceae","Aniba","intermedia","Aniba intermedia","(Meisn.) Mez","Giacomin, LL; Oliveira, CT","597","2009","01","09","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Zona rura, Ca. de 15 km de Revés do Belém. A sul de Belém, em meio a plantações de eucalipto.","-42.473","-19.674194","-42.473","-19.674194",NA,"Arvoreta, 3 m.; Fragmentos de floresta ombrófila degradada.","BHCB191345",NA,NA,NA,NA,NA,NA,NA,"288","288",NA,NA
"57","2019-10-02 14:48:22-03","UFMG","BHCB","191315","PreservedSpecimen","Plantae","Dicotyledon",NA,"Annonaceae","Annona","dolabripetala","Annona dolabripetala","Raddi","Giacomin, LL; Oliveira, CT","482","2008","12","22","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Zona rural, Proximidades do núcleo urbano de Revés do Belém. Mata ciliar, ca. de 1 km do núcleo urbano.","-42.478889","-19.5885","-42.478889","-19.5885",NA,"Arvoreta 6 m. Flores verdes.","BHCB191315",NA,NA,NA,NA,NA,NA,NA,"240","240",NA,NA
"58","2019-10-02 14:48:34-03","UFMG","BHCB","191314","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae",NA,NA,NA,NA,"Giacomin, LL; Oliveira, CT","480","2008","12","22","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Zona rural, Proximidades do núcleo urbano de Revés do Belém. Mata ciliar, ca. de 1 km do núcleo urbano.","-42.478889","-19.5885","-42.478889","-19.5885",NA,"Erva trepadora. Látex branco. Frutos verdes.","BHCB191314",NA,NA,NA,NA,NA,NA,NA,"240","240",NA,NA
"59","2019-10-02 14:49:03-03","UFMG","BHCB","191330","PreservedSpecimen","Plantae","Dicotyledon",NA,"Aristolochiaceae","Aristolochia",NA,"Aristolochia",NA,"Giacomin, LL; Oliveira, CT","538","2009","01","07","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Zona rural, Ca. de 15 km de Revés do Belém. Próximo a lagoa.","-42.443972","-19.674944","-42.443972","-19.674944",NA,"Trepadeira. Frutos e botões verdes.; Fragmento de floresta ombrófila degradada.","BHCB191330",NA,NA,NA,NA,NA,NA,NA,"273","273",NA,NA
"60","2019-10-02 14:48:35-03","UFMG","BHCB","191346","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Asclepias","curassavica","Asclepias curassavica","L.","Giacomin, LL; Oliveira, CT","599","2009","01","09","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Zona rural, Ca. de 15 km de Revés do Belém. A sul de Belém, em meio a plantações de eucalipto.","-42.478778","-19.660861","-42.478778","-19.660861",NA,"Erva, 50 cm. Florees com pétalas amarelas a roxas, estames amarelados.; Fragmentos de floresta ombrófila degradada.","BHCB191346",NA,NA,NA,NA,NA,NA,NA,"244","244",NA,NA
"61","2019-10-02 14:49:35-03","UFMG","BHCB","191324","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Baccharis","trinervis","Baccharis trinervis","(Lam.) Pers.","Giacomin, LL; Oliveira, CT","521","2009","01","07","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Zona rural, Ca. de 15 km de Revés do Belém. Próximo a eucaliptal.","-42.433528","-19.666528","-42.433528","-19.666528",NA,"Erva, capítulos brancos.; Às margens da estrada. Fragmento de floresta ombrófila degradada.","BHCB191324",NA,NA,NA,NA,NA,NA,NA,"294","294",NA,NA
"62","2019-10-02 14:51:12-03","UFMG","BHCB","191294","PreservedSpecimen","Plantae","Dicotyledon",NA,"Begoniaceae","Begonia","cucullata","Begonia cucullata","Willd.","Giacomin, LL; Oliveira, CT","426","2008","12","21","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Lagoa Bonita, Margens da lagoa.","-42.443361","-19.629472","-42.443361","-19.629472",NA,"Erva anfíbia. Pétalas alvas.","BHCB191294",NA,NA,NA,NA,NA,NA,NA,"260","260",NA,NA
"63","2019-10-02 15:03:31-03","UFMG","BHCB","191332","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Brunfelsia",NA,"Brunfelsia",NA,"Giacomin, LL; Oliveira, CT","547","2009","01","07","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Zona rural, Ca. de 15 km de Revés do Belém. Próximo a lagoa.","-42.429889","-19.675139","-42.429889","-19.675139",NA,"Arbusto, 3 m. Flores roxas.; Fragmento de floresta ombrófila degradada.","BHCB191332",NA,NA,NA,NA,NA,NA,NA,"260","260",NA,NA
"64","2019-10-02 15:03:33-03","UFMG","BHCB","191361","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Brunfelsia","brasiliensis","Brunfelsia brasiliensis","(Spreng.) L.B.Sm. & Downs","Giacomin, LL; Oliveira, CT","411","2008","12","20","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Revés do Belém, Estrada vicinal, marginal a Eucaliptal da Cenibra. Às margens da estrada.","-42.455278","-19.569444","-42.455278","-19.569444",NA,"Arbusto ereto em subosque. Flores roxas.; Floresta ombrófila degradada.","BHCB191361",NA,NA,"2008","12","20",NA,NA,"258","258",NA,NA
"65","2019-10-02 15:03:33-03","UFMG","BHCB","191362","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Brunfelsia","brasiliensis","Brunfelsia brasiliensis","(Spreng.) L.B.Sm. & Downs","Giacomin, LL; Oliveira, CT","439","2008","12","21","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Lagoa Bonita, Margens da lagoa.","-42.446389","-19.631667","-42.446389","-19.631667",NA,"Arbusto ereto em borda de mata. Flores roxas e alvas.","BHCB191362",NA,NA,"2008","12","21",NA,NA,"236","236",NA,NA
"66","2019-10-02 14:59:55-03","UFMG","BHCB","191289","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Campomanesia","guaviroba","Campomanesia guaviroba","(DC.) Kiaersk.","Giacomin, LL; Oliveira, CT","416","2008","12","20","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Revés do Belém, Estrada vicinal, marginal a Eucaliptal da Cenibra.","-42.446722","-19.568333","-42.446722","-19.568333",NA,"Arvoreta, flores brancas.","BHCB191289",NA,NA,NA,NA,NA,NA,NA,"237","237",NA,NA
"67","2019-10-02 15:03:41-03","UFMG","BHCB","191369","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Capsicum","baccatum","Capsicum baccatum","L.","Giacomin, LL; Oliveira, CT","559","2009","01","08","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Zona rural; ca. 1km de Revés do Belem.","-42.473056","-19.562778","-42.473056","-19.562778",NA,"Arbusto ereto, 2m. Flores brancas com manchas creme na corola.; Fragmentos de floresta ombrófila degradada, em meio a plantações de eucalipto.","BHCB191369",NA,NA,"2009","01","08",NA,NA,"261","261",NA,NA
"68","2020-01-09 18:28:41-03","UFMG","BHCB","191291","PreservedSpecimen","Plantae","Dicotyledon",NA,"Achariaceae","Carpotroche","brasiliensis","Carpotroche brasiliensis","(Raddi) Endl.","Giacomin, LL; Oliveira, CT","421","2008","12","20","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Revés do Belém, Estrada vicinal, marginal a Eucaliptal da Cenibra.","-42.449472","-19.568833","-42.449472","-19.568833",NA,"Árvore, 8 m. Flores alvas.; Floresta ombrófila degradada.","BHCB191291","BHCB191291",NA,NA,NA,NA,NA,NA,"253","253",NA,NA
"69","2019-10-02 15:03:44-03","UFMG","BHCB","191358","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Cestrum",NA,"Cestrum",NA,"Giacomin, LL; Oliveira, CT","387","2008","12","20","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Revés do Belém, Estrada vicinal, marginal a Eucaliptal da Cenibra. Próximo a ponte.","-42.464167","-19.560833","-42.464167","-19.560833",NA,"Arbusto. Flores verdes (botões).; Floresta ombrófila degradada.","BHCB191358",NA,NA,"2008","12","20",NA,NA,"247","247",NA,NA
"70","2019-10-02 15:05:08-03","UFMG","BHCB","126539","PreservedSpecimen","Plantae","Dicotyledon",NA,"Vitaceae","Cissus","erosa","Cissus erosa","Rich.","Pivari, MOD; Costa, FM; Oliveira, VB","1096","2008","10","26","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Lagoa Juiz de Fora","-42.483889","-19.693333","-42.483889","-19.693333",NA,"Liana anfíbia. Inflorescência vermelha.","BHCB037713",NA,NA,"2008","10","26",NA,NA,"250","250",NA,NA
"71","2019-10-02 15:05:08-03","UFMG","BHCB","127390","PreservedSpecimen","Plantae","Dicotyledon",NA,"Vitaceae","Cissus","erosa","Cissus erosa","Rich.","Pivari, MOD; Costa, FM; Oliveira, VB","1180","2009","02","03","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Lagoa Areia Branca","-42.476667","-19.664722","-42.476667","-19.664722",NA,"Liana emergente, ca. 0,3m prof.. Inflorescência vermelha, frutos verdes.","BHCB037710",NA,NA,"2009","02","03",NA,NA,"249","249",NA,NA
"72","2019-10-02 15:05:08-03","UFMG","BHCB","131344","PreservedSpecimen","Plantae","Dicotyledon",NA,"Vitaceae","Cissus","erosa","Cissus erosa","Rich.","Pivari, MOD; Oliveira, VB; Cortat, R","1267","2009","04","17","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Lagoa do Gancho","-42.426389","-19.675","-42.426389","-19.675",NA,"Liana emergente, ca.a,3m prof.. Inflorescência vermelha, cálice amarelo.","BHCB037716",NA,NA,"2009","04","17",NA,NA,"236","236",NA,NA
"73","2019-10-02 15:05:08-03","UFMG","BHCB","131364","PreservedSpecimen","Plantae","Dicotyledon",NA,"Vitaceae","Cissus","erosa","Cissus erosa","Rich.","Pivari, MOD; Oliveira, VB; Costa, FM; Tavares, GS","1317","2009","05","19","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Lagoa da Linguiça","-42.491944","-19.555833","-42.491944","-19.555833",NA,"Liana. Raque da inflorescência vermelha, flores amarelas, frutos imaturos verdades, maduros vermelhos.; Sobre ilha flutuante.","BHCB037732",NA,NA,"2009","05","19",NA,NA,"221","221",NA,NA
"74","2019-10-02 15:06:15-03","UFMG","BHCB","127427","PreservedSpecimen","Plantae","Monocotyledon",NA,"Commelinaceae","Commelina","benghalensis","Commelina benghalensis","L.","Pivari, MOD; Costa, FM; Oliveira, VB","1217","2009","02","03","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Lagoa Areia Branca","-42.476667","-19.664722","-42.476667","-19.664722",NA,"Erva anfíbia, flores azuis","BHCB5585",NA,NA,"2013","03","01",NA,NA,"249","249",NA,NA
"75","2019-10-02 14:51:36-03","UFMG","BHCB","191321","PreservedSpecimen","Plantae","Dicotyledon",NA,"Boraginaceae","Cordia",NA,"Cordia",NA,"Giacomin, LL; Oliveira, CT","511","2008","12","23","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Zona rural, Proximidades de lago, próximo ao Rio Doce. Próximo a lago limítrofe ao Parque Estadual do Rio Doce.","-42.480194","-19.709472","-42.480194","-19.709472",NA,"Arbusto, 2 m. Botões verdes.; Em fragmento de floresta ombrófila degradada.","BHCB191321",NA,NA,NA,NA,NA,NA,NA,"316","316",NA,NA
"76","2019-10-02 14:51:38-03","UFMG","BHCB","191323","PreservedSpecimen","Plantae","Dicotyledon",NA,"Boraginaceae","Cordia","superba","Cordia superba","Cham.","Giacomin, LL; Oliveira, CT","519","2009","01","07","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Zona rural, Ca. de 10 km de Revés do Belém. Próximo a lago.","-42.417083","-19.65025","-42.417083","-19.65025",NA,"Arvoreta, 3 m. Flores brancas.; Floresta ombrófila degradada.","BHCB191323",NA,NA,NA,NA,NA,NA,NA,"236","236",NA,NA
"77","2019-10-24 17:20:38-03","UFMG","BHCB","127385","PreservedSpecimen","Plantae","Monocotyledon",NA,"Cyperaceae","Cyperus","brevifolius","Cyperus brevifolius","(Rottb.) Endl. ex Hassk.","Pivari, MOD; Costa, FM; Oliveira, VB","1175","2008","10","26","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Lagoa Juiz de Fora","-42.483889","-19.693333","-42.483889","-19.693333",NA,"Erva prostrada, anfíbia, inflorescências verdes; Solo arenoso","BHCB052208",NA,NA,"2019","09",NA,NA,NA,"250","250",NA,NA
"78","2019-10-24 17:20:39-03","UFMG","BHCB","191281","PreservedSpecimen","Plantae","Monocotyledon",NA,"Cyperaceae","Cyperus","simplex","Cyperus simplex","Kunth","Giacomin, LL; Oliveira, CT","399","2008","12","20","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Revés do Belém . Estrada vicinal, marginal a Eucaliptal da Cenibra. Próximo a ponte.","-42.464194","-19.560861","-42.464194","-19.560861",NA,"Erva ereta.; Em subosque. Floresta ombrófila degradada.","BHCB191281",NA,NA,"2019","09","26",NA,NA,"247","247",NA,NA
"79","2019-10-24 17:20:39-03","UFMG","BHCB","126525","PreservedSpecimen","Plantae","Monocotyledon",NA,"Cyperaceae","Cyperus","surinamensis","Cyperus surinamensis","Rottb.","Pivari, MOD; Costa, FM; Oliveira, VB","1082","2008","10","26","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Lagoa Juiz de Fora","-42.483889","-19.693333","-42.483889","-19.693333",NA,"Erva anfíbia. Inflorescência amarela.; Solo arenoso.","BHCB052112",NA,NA,"2019","09","24",NA,NA,"250","250",NA,NA
"80","2019-10-24 17:20:39-03","UFMG","BHCB","127386","PreservedSpecimen","Plantae","Monocotyledon",NA,"Cyperaceae","Cyperus","surinamensis","Cyperus surinamensis","Rottb.","Pivari, MOD; Costa, FM; Oliveira, VB","1176","2008","10","26","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Lagoa Juiz de Fora","-42.483889","-19.693333","-42.483889","-19.693333",NA,"Erva prostrada. Inflorescências verdes.; Solo arenoso.","BHCB052111",NA,NA,"2019","09","24",NA,NA,"250","250",NA,NA
"81","2019-10-02 14:49:52-03","UFMG","BHCB","191329","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Cyrtocymura","scorpioides","Cyrtocymura scorpioides","(Lam.) H.Rob.","Giacomin, LL; Oliveira, CT","537","2009","01","07","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Zona rural, Ca. de 15 km de Revés do Belém. Próximo a lagoa.","-42.448444","-19.688194","-42.448444","-19.688194",NA,"Arbusto, capítulos roxos.; Fragmento de floresta ombrófila degradada.","BHCB191329",NA,NA,NA,NA,NA,NA,NA,"267","267",NA,NA
"82","2019-10-02 14:52:39-03","UFMG","BHCB","191310","PreservedSpecimen","Plantae","Dicotyledon",NA,"Dilleniaceae","Doliocarpus","lombardii","Doliocarpus lombardii","Aymard","Giacomin, LL; Oliveira, CT","467","2008","12","21","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Caminho para Lagoa Bonita, Próximo a lagoa","-42.465333","-19.620639","-42.465333","-19.620639",NA,"Liana escandente. Flores alvas.; Em trilha de floresta ombrófila degradada.","BHCB191310",NA,NA,NA,NA,NA,NA,NA,"320","320",NA,NA
"83","2019-10-02 14:48:24-03","UFMG","BHCB","191278","PreservedSpecimen","Plantae","Dicotyledon",NA,"Annonaceae","Duguetia",NA,"Duguetia",NA,"Giacomin, LL; Oliveira, CT","395","2008","12","20","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Revés do Belém, Estrada vicinal, marginal a Eucaliptal da Cenibra. Próximo a ponte.","-42.464194","-19.560861","-42.464194","-19.560861",NA,"Arvoreta 3 m.; Floresta ombrófila degradada","BHCB191278",NA,NA,NA,NA,NA,NA,NA,"247","247",NA,NA
"84","2019-10-02 14:52:52-03","UFMG","BHCB","191347","PreservedSpecimen","Plantae","Dicotyledon",NA,"Erythroxylaceae","Erythroxylum","citrifolium","Erythroxylum citrifolium","A.St.-Hil.","Giacomin, LL; Oliveira, CT","602","2009","01","09","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Zona rural, Ca. de 15 km de Revés do Belém. A sul de Belém, em meio a plantações de eucalipto.","-42.473","-19.674194","-42.473","-19.674194",NA,"Arbusto, frutos vermelhos.; Fragmentos de floresta ombrófila degradada.","BHCB191347",NA,NA,NA,NA,NA,NA,NA,"288","288",NA,NA
"85","2019-10-02 14:52:54-03","UFMG","BHCB","191297","PreservedSpecimen","Plantae","Dicotyledon",NA,"Erythroxylaceae","Erythroxylum","pelleterianum","Erythroxylum pelleterianum","A.St.-Hil.","Giacomin, LL; Oliveira, CT","437","2008","12","21","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Lagoa Bonita, Margens da lagoa","-42.443528","-19.6305","-42.443528","-19.6305",NA,"Arvoreta. Frutos vermelhos.","BHCB191297",NA,NA,NA,NA,NA,NA,NA,"264","264",NA,NA
"86","2019-10-02 15:02:25-03","UFMG","BHCB","191283","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Genipa","americana","Genipa americana","L.","Giacomin, LL; Oliveira, CT","401","2008","12","20","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Revés do Belém, Estrada vicinal, marginal a Eucaliptal da Cenibra. Próximo a ponte.","-42.464194","-19.560861","-42.464194","-19.560861",NA,"Arvore, 10 m. Látex branco. Flores alvas.; Floresta ombrófila degradada.","BHCB191283",NA,NA,NA,NA,NA,NA,NA,"247","247",NA,NA
"87","2019-10-02 15:02:27-03","UFMG","BHCB","191284","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Geophila","repens","Geophila repens","(L.) I.M.Johnst.","Giacomin, LL; Oliveira, CT","403","2008","12","20","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Revés do Belém, Estrada vicinal, marginal a Eucaliptal da Cenibra. Próximo a ponte.","-42.464194","-19.560861","-42.464194","-19.560861",NA,"Erva rastejante. Frutos vermelhos, flores alvas.; Em subosque. Floresta ombrófila degradada.","BHCB191284",NA,NA,NA,NA,NA,NA,NA,"247","247",NA,NA
"88","2019-10-02 14:59:30-03","UFMG","BHCB","191276","PreservedSpecimen","Plantae","Dicotyledon",NA,"Meliaceae","Guarea","guidonia","Guarea guidonia","(L.) Sleumer","Giacomin, LL; Oliveira, CT","384","2008","12","20","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Revés do Belém, Estrada vicinal, marginal a Eucaliptal da Cenibra. Próximo a ponte.","-42.464194","-19.560861","-42.464194","-19.560861",NA,"Árvore. Flores brancas, frutos com sementes vermelhas.; Às margens do rio. Floresta ombrófila degradada.","BHCB191276",NA,NA,NA,NA,NA,NA,NA,"247","247",NA,NA
"89","2019-10-02 14:48:25-03","UFMG","BHCB","191303","PreservedSpecimen","Plantae","Dicotyledon",NA,"Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","Giacomin, LL; Oliveira, CT","454","2008","12","21","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Caminho para Lagoa Bonita, Próximo a lagoa","-42.456167","-19.619528","-42.456167","-19.619528",NA,"Arvoreta ca. 3 m. Flores creme; Em trilha de floresta ombrófila degradada.","BHCB191303",NA,NA,NA,NA,NA,NA,NA,"273","273",NA,NA
"90","2019-10-02 14:48:27-03","UFMG","BHCB","191337","PreservedSpecimen","Plantae","Dicotyledon",NA,"Annonaceae","Guatteria","villosissima","Guatteria villosissima","A.St.-Hil.","Giacomin, LL; Oliveira, CT","558","2009","01","08","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Zona rural, Ca. de 1 km de Revés do Belém. A norte de Belém, em meio a plantações de eucalipto.","-42.472972","-19.56275","-42.472972","-19.56275",NA,"Arvore, ca 5 m. Flores brancas com manchas creme.; Fragmentos de floresta ombrófila degradada.","BHCB191337",NA,NA,NA,NA,NA,NA,NA,"261","261",NA,NA
"91","2019-10-02 14:52:31-03","UFMG","BHCB","191326","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cucurbitaceae","Gurania",NA,"Gurania",NA,"Giacomin, LL; Oliveira, CT","534","2009","01","07","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Zona rural, Ca. de 12 km de Revés do Belém.Próximo a lagoa.","-42.427944","-19.676444","-42.427944","-19.676444",NA,"Trepadeira. Flores alaranjadas.; Em borda de mata. Fragmento de floresta ombrófila degradada.","BHCB191326",NA,NA,NA,NA,NA,NA,NA,"249","249",NA,NA
"92","2019-10-02 14:50:11-03","UFMG","BHCB","191301","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Heterocondylus","alatus","Heterocondylus alatus","(Vell.) R.M.King & H.Rob.","Giacomin, LL; Oliveira, CT","446","2008","12","21","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Lagoa Bonita, Margens da lagoa","-42.443361","-19.629472","-42.443361","-19.629472",NA,"Arbusto. Capítulos alvos a róseos.","BHCB191301",NA,NA,NA,NA,NA,NA,NA,"260","260",NA,NA
"93","2019-10-02 15:02:27-03","UFMG","BHCB","131345","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Hexasepalum","sarmentosum","Hexasepalum sarmentosum","(Sw.) Delprete & J.H.Kirkbr.","Pivari, MOD; Oliveira, VB; Cortat, R","1268","2009","04","17","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Lagoa do Gancho","-42.426389","-19.675","-42.426389","-19.675",NA,"Erva emergente, ca. 0,2m prof. Flores brancas, frutos castanhos","BHCB020184",NA,NA,"2017","04","18",NA,NA,"236","236",NA,NA
"94","2019-10-02 14:56:22-03","UFMG","BHCB","131348","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Hibiscus","sororius","Hibiscus sororius","L.","Pivari, MOD; Oliveira, VB; Costa, FM; Tavares, GS","1301","2009","05","19","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Lagoa da Linguiça","-42.491944","-19.555833","-42.491944","-19.555833",NA,"Arbusto, ca. 1 metro de altura, frutos castanhos; Sobre ilha flutuante","BHCB030049",NA,NA,"2009","05","19",NA,NA,"221","221",NA,NA
"95","2019-10-02 14:48:44-03","UFMG","BHCB","191306","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Himatanthus","obovatus","Himatanthus obovatus","(Müll.Arg.) Woods.","Giacomin, LL; Oliveira, CT","460","2008","12","21","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Caminho para Lagoa Bonita, Próximo a lagoa","-42.465333","-19.620639","-42.465333","-19.620639",NA,"Arvoreta, 3 m. Flores brancas.; Em trilha de floresta ombrófila degradada.","BHCB191306",NA,NA,NA,NA,NA,NA,NA,"320","320",NA,NA
"96","2019-10-02 14:52:23-03","UFMG","BHCB","191322","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Ipomoea","cynanchifolia","Ipomoea cynanchifolia","Meisn.","Giacomin, LL; Oliveira, CT","518","2009","01","07","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Zona rural, Ca. de 10 km de Revés do Belém. Próximo a lago.","-42.417083","-19.65025","-42.417083","-19.65025",NA,"Trepadeira, flores roxas.; Às margens da estrada. Floresta ombrófila degradada.","BHCB191322",NA,NA,NA,NA,NA,NA,NA,"236","236",NA,NA
"97","2019-10-02 15:02:29-03","UFMG","BHCB","127196","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Kerianthera","longiflora","Kerianthera longiflora","Zappi & C.T.Oliveira","Giacomin, LL; Oliveira, CT; Pivari, MOD; Chaves, AV; Costa, FM","604","2009","01","27","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Comunidade do Pingo D'água, anexo a lagoa, próximo ao Parque Estadual do Rio Doce","-42.916667","-19.688889","-42.916667","-19.688889",NA,"Árvore, ca. 15m alt. Corola branca, cálice verde com 1 lacínio petalóide vermelho em algumas flores; Fragmento de floresta secundária","BHCB024850",NA,NA,"2011",NA,NA,NA,NA,"302","302","Holotypus",NA
"98","2019-10-02 14:56:24-03","UFMG","BHCB","191344","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Luehea","grandiflora","Luehea grandiflora","Mart. & Zucc.","Giacomin, LL; Oliveira, CT","591","2009","01","08","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Zona rural, Ca. de 1 km de Revés do Belém. A norte de Belém, em meio a plantações de eucalipto.","-42.472972","-19.56275","-42.472972","-19.56275",NA,"Arvore. Flores brancas, frutos marrons.; Fragmentos de floresta ombrófila degradada.","BHCB191344",NA,NA,NA,NA,NA,NA,NA,"261","261",NA,NA
"99","2019-10-02 14:48:45-03","UFMG","BHCB","191325","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Mandevilla",NA,"Mandevilla","Lindl.","Giacomin, LL; Oliveira, CT","523","2009","01","07","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Zona rural, Ca. de 12 km de Revés do Belém.Próximo a lagoa.","-42.427944","-19.676444","-42.427944","-19.676444",NA,"Trepadeira. Flores amarelas.; Às margens da estrada. Fragmento de floresta ombrófila degradada.","BHCB191325",NA,NA,NA,NA,NA,NA,NA,"249","249",NA,NA
"100","2019-10-02 14:48:47-03","UFMG","BHCB","191288","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Mandevilla","scabra","Mandevilla scabra","(Hoffmanns. ex Roem. & Schult.) Schum.","Giacomin, LL; Oliveira, CT","415","2008","12","20","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Revés do Belém, Estrada vicinal, marginal a Eucaliptal da Cenibra.","-42.446722","-19.568333","-42.446722","-19.568333",NA,"Erva escandente. Flores amarelas; Floresta ombrófila degradada.","BHCB191288",NA,NA,NA,NA,NA,NA,NA,"237","237",NA,NA
"101","2019-10-02 15:07:06-03","UFMG","BHCB","191334","PreservedSpecimen","Plantae","Monocotyledon",NA,"Marantaceae",NA,NA,NA,NA,"Giacomin, LL; Oliveira, CT","552","2009","01","07","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Zona rural, Ca. de 15 km de Revés do Belém. Próximo a lagoa.","-42.446639","-19.6895","-42.446639","-19.6895",NA,"Erva rasteira.; Em subosque. Fragmento de floresta ombrófila degradada.","BHCB191334",NA,NA,NA,NA,NA,NA,NA,"303","303",NA,NA
"102","2019-10-02 15:00:18-03","UFMG","BHCB","191292","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Marlierea","teuscheriana","Marlierea teuscheriana","(O.Berg) D.Legrand","Giacomin, LL; Oliveira, CT","422","2008","12","21","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Caminho para Lagoa Bonita, Em fazenda, próximo a eucaliptal.","-42.437833","-19.624306","-42.437833","-19.624306",NA,"Arbusto lianescente. Frutos negros.; Em mata ciliar. Em fragmento de floresta ombrófila degradada.","BHCB191292",NA,NA,NA,NA,NA,NA,NA,"246","246",NA,NA
