"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","yearIdentified","recordedBy","recordNumber","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","identifiedBy","monthIdentified","dayIdentified","year","month","day","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","continentOcean","preparationType","barcode","imagecode","typeStatus","infraspecificEpithet","previousCatalogNumber","relatedCatalogItem"
"766","2019-02-22 15:20:18-03","ESALQ","ESA","81081","S","Plantae","Magnoliophyta",NA,NA,"Lamiaceae","Hesperozygis","nitida","Hesperozygis nitida",NA,NA,"Souza, V.C.; Mazine, F.F.; Tsuji, R.","26978","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó. Trilha entre o Terreirão e o Pico da Bandeira. Campo de altitude.","-41.8683013916016","-20.4333000183105","21645",NA,NA,"auto","Oliveira, A.C.P.",NA,NA,"2001","08","27",NA,NA,NA,NA,NA,NA,"ESA081081","ESA081081",NA,NA,NA,NA
"767","2019-07-11 10:14:14-03","ESALQ","ESA","110408","S","Plantae","Magnoliophyta",NA,NA,"Smilacaceae","Smilax",NA,"Smilax",NA,NA,"Colletta, G.D.","249","Brasil","Minas Gerais","Alto Caparaó",NA,"-41.8683013916016","-20.4333000183105","21645",NA,NA,"auto",NA,NA,NA,"2009","05","12",NA,NA,NA,NA,NA,NA,"ESA110408","ESA110408",NA,NA,NA,NA
"768","2019-07-11 10:14:14-03","ESALQ","ESA","33963","S","Plantae","Magnoliophyta",NA,NA,"Smilacaceae","Smilax",NA,"Smilax",NA,NA,"Souza, V.C.; Leoni, L.S.; Souza, J.P.; Mazine, F.F.","12154","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó. Caminho entre Tronqueira (1970 m.s.m.) e o Pico da Bandeira (2890 m.s.m., 20º25'54.0S, 41º48'27.4W). Campo de altitude.","-41.8683013916016","-20.4333000183105","21645",NA,"Trepadeira; flores verdes.","auto",NA,NA,NA,"1996","09","02",NA,NA,"1970","1970",NA,NA,"ESA033963","ESA033963",NA,NA,NA,NA
"769","2019-07-11 10:14:18-03","ESALQ","ESA","121215","S","Plantae","Magnoliophyta",NA,NA,"Smilacaceae","Smilax","minarum","Smilax minarum",NA,NA,"Andreata, R.H.P.","1051","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do alto Caparaó, trilha do Vale Encantado.","-41.8683013916016","-20.4333000183105","21645",NA,NA,"auto","Andreata, R.H.P.",NA,NA,"2004","11","19",NA,NA,"2050","2050",NA,NA,"ESA121215","ESA121215",NA,NA,NA,NA
"770","2019-07-11 10:14:18-03","ESALQ","ESA","70011","S","Plantae","Magnoliophyta",NA,NA,"Smilacaceae","Smilax","quinquenervia","Smilax quinquenervia","Vell.",NA,"Brügger, M. et al.","FPNC 385","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó. Vale Verde","-41.8683013916016","-20.4333000183105","21645",NA,NA,"auto","Andreata, R.",NA,NA,"1988","10","16",NA,NA,NA,NA,NA,NA,"ESA070011",NA,NA,NA,NA,NA
"771","2019-07-11 10:14:25-03","ESALQ","ESA","121917","S","Plantae","Magnoliophyta",NA,NA,"Solanaceae","Solanum",NA,"Solanum",NA,NA,"Kuntz, J.","808","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó. Vale Verde. Trilha do Jacú.","-41.8683013916016","-20.4333000183105","21645",NA,"Arvoreta ca. 1,5 m alt., frutos verde amarelados.","auto",NA,NA,NA,"2013","01","10",NA,NA,"1338","1338",NA,NA,"ESA121917","ESA121917",NA,NA,NA,NA
"772","2019-07-11 10:14:25-03","ESALQ","ESA","37382","S","Plantae","Magnoliophyta",NA,NA,"Solanaceae","Solanum","aculeatissimum","Solanum aculeatissimum",NA,NA,"Souza, V.C.; Leoni, L.S.; Souza, J.P.; Mazine, F.F.",NA,"Brasil","Minas Gerais","Alto Caparaó",NA,"-41.8683013916016","-20.4333000183105","21645",NA,NA,"auto",NA,NA,NA,"1996","09","03",NA,NA,NA,NA,NA,NA,"ESA037382","ESA037382",NA,NA,NA,NA
"773","2019-07-11 10:14:26-03","ESALQ","ESA","64760","S","Plantae","Magnoliophyta",NA,NA,"Solanaceae","Solanum","cladotrichum","Solanum cladotrichum",NA,"2009","Souza, V.C.; Souza, J.P.; Forster, W.; Mazine, F.F.","23611","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó. Trilha para a Cachoeira Bonita","-41.8683013916016","-20.4333000183105","21645",NA,"Arbusto esguio; flores alvas, frutos imaturos verdes","auto","Giacomin, L.L.","08",NA,"2000","02","21",NA,NA,NA,NA,NA,NA,"ESA064760","ESA064760",NA,NA,NA,NA
"774","2019-07-11 10:14:26-03","ESALQ","ESA","64315","S","Plantae","Magnoliophyta",NA,NA,"Solanaceae","Solanum","didymum","Solanum didymum",NA,"2009","Souza, V.C.; Souza, J.P.; Forster, W.; Mazine, F.F.","23158","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó. Arredores da casa de hóspedes. Beira de mata","-41.8683013916016","-20.4333000183105","21645",NA,"Arbusto, ca. 1m alt.; corola alva, anteras roxas","auto","Giacomin, L.L.","08",NA,"2000","02","15",NA,NA,NA,NA,NA,NA,"ESA064315","ESA064315",NA,NA,NA,NA
"775","2019-07-11 10:05:46-03","ESALQ","ESA","64385","S","Plantae","Magnoliophyta",NA,NA,"Asteraceae","Sonchus","oleraceus","Sonchus oleraceus","L.","2017","Souza, V.C.; Souza, J.P.; Forster, W.; Mazine, F.F.","23228","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó. Divisa MG/ES. Cachoeira Bonita (Córrego José Pedro). Transição mata/campo. Ca. 20o24'S; 41o50'W, 1960msm","-41.8683013916016","-20.4333000183105","21645",NA,"Erva, até 1,2m alt.; flores amarelas","auto","Nakajima, J.","07",NA,"2000","02","16",NA,NA,NA,NA,NA,NA,"ESA064385",NA,NA,NA,NA,NA
"776","2019-07-11 10:11:54-03","ESALQ","ESA","86030","S","Plantae","Magnoliophyta",NA,NA,"Orchidaceae","Sophronitis","cinnabarina","Sophronitis cinnabarina","(Batem. ex Lindl.) Van den Berg & M.W.Chase",NA,"Forster, W. ; Romão, G.O.","721","Brasil","Minas Gerais","Alto Caparaó","BLOQUEADO","-41.8683013916016","-20.4333000183105","21645",NA,"Erva rupícola, sobre rochas das margens do Rio Caparaó. Pseudobulbos verde escuros matizado de vináceo. Folhas verde vináceas. Sépalas e pétalas alaranjadas, labelo alaranjado com base e centro brancos coberto por estria","auto","Forster, W.",NA,NA,"2000","10","16",NA,NA,NA,NA,NA,NA,"ESA086030",NA,NA,NA,NA,NA
"777","2019-07-11 10:11:06-03","ESALQ","ESA","35310","S","Plantae","Magnoliophyta",NA,NA,"Moraceae","Sorocea",NA,"Sorocea",NA,NA,"Souza, V.C.; Leoni, L.S.; Souza, J.P.; Mazine, F.F.","12212","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó. Caminho entre os alojamentos e o Vale Verde. Mata de altitude.","-41.7353","-20.445833",NA,NA,"Árvore, ca. 6 m alt.; botões verdes.",NA,NA,NA,NA,"1996","09","03","-41.7353","-20.445833",NA,NA,NA,NA,"ESA035310","ESA035310",NA,NA,NA,NA
"778","2019-07-11 10:13:44-03","ESALQ","ESA","64316","S","Plantae","Magnoliophyta",NA,NA,"Rubiaceae","Spermacoce",NA,"Spermacoce",NA,NA,"Souza, V.C.; Souza, J.P.; Forster, W.; Mazine, F.F.","23159","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó. Arredores da casa de hóspedes. Beira de mata","-41.8683013916016","-20.4333000183105","21645",NA,"Erva; flores alvas","auto",NA,NA,NA,"2000","02","15",NA,NA,NA,NA,NA,NA,"ESA064316","ESA064316 ESA064316_1",NA,NA,NA,NA
"779","2019-07-11 10:13:44-03","ESALQ","ESA","64297","S","Plantae","Magnoliophyta",NA,NA,"Rubiaceae","Spermacoce",NA,"Spermacoce",NA,NA,"Souza, V.C.; Souza, J.P.; Forster, W.; Mazine, F.F.","23139","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó. Vale Verde. Floresta Aluvial, ao longo do Rio Caparaó","-41.8683013916016","-20.4333000183105","21645",NA,"Erva; corola alva","auto",NA,NA,NA,"2000","02","15",NA,NA,NA,NA,NA,NA,"ESA064297","ESA064297 ESA064297_1",NA,NA,NA,NA
"780","2019-07-11 10:10:21-03","ESALQ","ESA","110399","S","Plantae","Magnoliophyta",NA,NA,"Melastomataceae",NA,NA,NA,NA,NA,"Colletta, G.D.","240","Brasil","Minas Gerais","Alto Caparaó",NA,"-41.8683013916016","-20.4333000183105","21645",NA,NA,"auto",NA,NA,NA,"2009","05","12",NA,NA,NA,NA,NA,NA,"ESA110399","ESA110399",NA,NA,NA,NA
"781","2019-07-11 10:14:43-03","ESALQ","ESA","108618","S","Plantae","Magnoliophyta",NA,NA,"Verbenaceae",NA,NA,NA,NA,NA,"Rodrigues, C.D.N.","115","Brasil","Minas Gerais","Alto Caparaó",NA,"-41.8683013916016","-20.4333000183105","21645",NA,NA,"auto",NA,NA,NA,"2007","12","11",NA,NA,NA,NA,NA,NA,"ESA108618","ESA108618",NA,NA,NA,NA
"782","2019-07-11 10:05:14-03","ESALQ","ESA","117449","S","Plantae","Magnoliophyta",NA,NA,"Asteraceae",NA,NA,NA,NA,NA,"Romão, G.O.; Colletta, G.D.; Latvis, M.; Gissi, D.S.","2747","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó. Trilha entre a Tronqueira e o Pico da Bandeira. Campo rupestre","-41.8683013916016","-20.4333000183105","21645",NA,"Subarbusto 25cm alt.; capítulos branco-arroxeados.","auto",NA,NA,NA,"2010","04","11",NA,NA,"2000","2890",NA,NA,"ESA117449","ESA117449",NA,NA,NA,NA
"783","2019-07-11 10:13:50-03","ESALQ","ESA","64414","S","Plantae","Magnoliophyta",NA,NA,"Salicaceae",NA,NA,NA,NA,NA,"Souza, V.C.; Souza, J.P.; Forster, W.; Mazine, F.F.","23258","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó. Arredores do Terreirão. Campo de altitude. 20o25'S; 41o49'W. 2300msm","-41.8683013916016","-20.4333000183105","21645",NA,"Subarbusto a arbusto, até 1,2m alt.; flores amarelas","auto",NA,NA,NA,"2000","02","17",NA,NA,"2300","2300",NA,NA,"ESA064414","ESA064414",NA,NA,NA,NA
"784","2019-02-22 15:08:32-03","ESALQ","ESA","110370","S","Plantae","Bryophyta",NA,NA,NA,NA,NA,NA,NA,NA,"Colletta, G.D.","212","Brasil","Minas Gerais","Alto Caparaó",NA,"-41.8683013916016","-20.4333000183105","21645",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESA110370",NA,NA,NA,NA,NA
"785","2019-07-11 10:07:28-03","ESALQ","ESA","110382","S","Plantae","Magnoliophyta",NA,NA,"Ericaceae",NA,NA,NA,NA,NA,"Colletta, G.D.","223","Brasil","Minas Gerais","Alto Caparaó",NA,"-41.8683013916016","-20.4333000183105","21645",NA,NA,"auto",NA,NA,NA,"2009","05","12",NA,NA,NA,NA,NA,NA,"ESA110382",NA,NA,NA,NA,NA
"786","2019-02-22 15:32:31-03","ESALQ","ESA","37401","S","Plantae","Pteridophyta",NA,NA,NA,NA,NA,NA,NA,NA,"Souza, V.C.; Leoni, L.S.; Souza, J.P.; Mazine, F.F.",NA,"Brasil","Minas Gerais","Alto Caparaó",NA,"-41.8683013916016","-20.4333000183105","21645",NA,NA,"auto",NA,NA,NA,"1996","09","02",NA,NA,NA,NA,NA,NA,"ESA037401",NA,NA,NA,NA,NA
"787","2019-07-11 10:04:41-03","ESALQ","ESA","87922","S","Plantae","Magnoliophyta",NA,NA,"Amaranthaceae",NA,NA,NA,NA,NA,"Forster, W. et al.","147","Brasil","Minas Gerais","Alto Caparaó",NA,"-41.8683013916016","-20.4333000183105","21645",NA,NA,"auto",NA,NA,NA,"1999","11","09",NA,NA,NA,NA,NA,NA,"ESA087922",NA,NA,NA,NA,NA
"788","2019-07-11 10:11:07-03","ESALQ","ESA","112544","S","Plantae","Magnoliophyta",NA,NA,"Myrtaceae",NA,NA,NA,NA,NA,"Colletta, G.D.","486","Brasil","Minas Gerais","Alto Caparaó",NA,"-41.8683013916016","-20.4333000183105","21645",NA,NA,"auto",NA,NA,NA,"2010","04","11",NA,NA,NA,NA,NA,NA,"ESA112544","ESA112544",NA,NA,NA,NA
"789","2019-02-22 15:20:39-03","ESALQ","ESA","62249","S","Plantae","Magnoliophyta",NA,NA,"Lauraceae",NA,NA,NA,NA,NA,"Mazine, F.F. Foster, W.","162","Brasil","Minas Gerais","Alto Caparaó",NA,"-41.8683013916016","-20.4333000183105","21645",NA,NA,"auto",NA,NA,NA,"1999","08","18",NA,NA,NA,NA,NA,NA,"ESA062249",NA,NA,NA,NA,NA
"790","2019-07-11 10:09:12-03","ESALQ","ESA","35317","S","Plantae","Magnoliophyta",NA,NA,"Lamiaceae",NA,NA,NA,NA,NA,"Souza, V.C.; Leoni, L.S.; Souza, J.P.; Mazine, F.F.","12181","Brasil","Minas Gerais","Alto Caparaó.",NA,"-41.8683013916016","-20.4333000183105","21645",NA,NA,"auto",NA,NA,NA,"1996","09","02",NA,NA,NA,NA,NA,NA,"ESA035317",NA,NA,NA,NA,NA
"791","2019-07-11 10:05:15-03","ESALQ","ESA","64616","S","Plantae","Magnoliophyta",NA,NA,"Asteraceae",NA,NA,NA,NA,NA,"Souza, V.C.; Souza, J.P.; Forster, W.; Mazine, F.F.","23461","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó. Entre o Terreirão e o Pico da Bandeira. Campo de altitude","-41.8683013916016","-20.4333000183105","21645",NA,"Erva; flores amarelas","auto",NA,NA,NA,"2000","02","19",NA,NA,NA,NA,NA,NA,"ESA064616",NA,NA,NA,NA,NA
"792","2019-07-11 10:04:27-03","ESALQ","ESA","117421","S","Plantae","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,"Romão, G.O.; Colletta, G.D.; Latvis, M.; Gissi, D.S.","2719","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó. Trilha entre a Tronqueira e o Pico da Bandeira. Campo rupestre","-41.8683013916016","-20.4333000183105","21645",NA,"Arbusto, 1m alt.; botões branco-rosados; frutos imaturos verdes.","auto",NA,NA,NA,"2010","04","11",NA,NA,"2000","2890",NA,NA,"ESA117421",NA,NA,NA,NA,NA
"793","2019-07-11 10:10:22-03","ESALQ","ESA","117441","S","Plantae","Magnoliophyta",NA,NA,"Melastomataceae",NA,NA,NA,NA,NA,"Romão, G.O.; Colletta, G.D.; Latvis, M.; Gissi, D.S.","2739","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó. Trilha entre a Tronqueira e o Pico da Bandeira. Campo rupestre","-41.8683013916016","-20.4333000183105","21645",NA,"Arrbusto, 1m alt.; corola branca, estames amarelos.","auto",NA,NA,NA,"2010","04","11",NA,NA,"2000","2890",NA,NA,"ESA117441","ESA117441",NA,NA,NA,NA
"794","2019-07-11 10:05:14-03","ESALQ","ESA","121950","S","Plantae","Magnoliophyta",NA,NA,"Asteraceae",NA,NA,NA,NA,NA,"Kuntz, J.","841","Brasil","Minas Gerais","Alto Caparaó","Tronqueira. Parque Nacional do Caparaó.","-41.8683013916016","-20.4333000183105","21645",NA,"Subarbusto ca. 50 cm alt., capítulos creme.","auto",NA,NA,NA,"2013","01","10",NA,NA,NA,NA,NA,NA,"ESA121950","ESA121950",NA,NA,NA,NA
"795","2019-07-11 10:11:41-03","ESALQ","ESA","37305","S","Plantae","Magnoliophyta",NA,NA,"Orchidaceae",NA,NA,NA,NA,NA,"Souza, J.P.; Souza, V.C.; Leoni, L.S.; Elias, S.I.","2137","Brasil","Minas Gerais","Alto Caparaó","BLOQUEADO","-41.8683013916016","-20.4333000183105","21645",NA,"Erva terrestre, flores verdes","auto",NA,NA,NA,"1998","02","12",NA,NA,"1790","1790",NA,NA,"ESA037305",NA,NA,NA,NA,NA
"796","2019-07-11 10:11:41-03","ESALQ","ESA","64647","S","Plantae","Magnoliophyta",NA,NA,"Orchidaceae",NA,NA,NA,NA,NA,"Souza, V.C.; Souza, J.P.; Forster, W.; Mazine, F.F.","23493","Brasil","Minas Gerais","Alto Caparaó","BLOQUEADO","-41.8683013916016","-20.4333000183105","21645",NA,"Erva; flores alvas","auto",NA,NA,NA,"2000","02","19",NA,NA,"2500","2500",NA,NA,"ESA064647",NA,NA,NA,NA,NA
"797","2019-07-11 10:04:43-03","ESALQ","ESA","64310","S","Plantae","Magnoliophyta",NA,NA,"Apiaceae",NA,NA,NA,NA,NA,"Souza, V.C.; Souza, J.P.; Forster, W.; Mazine, F.F.","23153","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó. Arredores da casa de hóspedes. Beira de mata","-41.8683013916016","-20.4333000183105","21645",NA,"Erva; flores alvas","auto",NA,NA,NA,"2000","02","15",NA,NA,NA,NA,NA,NA,"ESA064310","ESA064310",NA,NA,NA,NA
"798","2019-07-11 10:12:24-03","ESALQ","ESA","64620","S","Plantae","Magnoliophyta",NA,NA,"Poaceae",NA,NA,NA,NA,NA,"Souza, V.C.; Souza, J.P.; Forster, W.; Mazine, F.F.","23465","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó. Entre o Terreirão e o Pico da Bandeira. Campo de altitude","-41.8683013916016","-20.4333000183105","21645",NA,"Erva; espiguetas vinho-escuras","auto",NA,NA,NA,"2000","02","19",NA,NA,NA,NA,NA,NA,"ESA064620",NA,NA,NA,NA,NA
"799","2019-07-11 10:11:07-03","ESALQ","ESA","117419","S","Plantae","Magnoliophyta",NA,NA,"Myrtaceae",NA,NA,NA,NA,NA,"Romão, G.O.; Colletta, G.D.; Latvis, M.; Gissi, D.S.","2717","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó. Trilha entre a Tronqueira e o Pico da Bandeira. Campo rupestre","-41.8683013916016","-20.4333000183105","21645",NA,"Arbusto, 1,7m alt.; flores brancas.","auto",NA,NA,NA,"2010","04","11",NA,NA,"2000","2890",NA,NA,"ESA117419",NA,NA,NA,NA,NA
"800","2019-07-11 10:09:12-03","ESALQ","ESA","64419","S","Plantae","Magnoliophyta",NA,NA,"Lamiaceae",NA,NA,NA,NA,NA,"Souza, V.C.; Souza, J.P.; Forster, W.; Mazine, F.F.","23263","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó. Arredores do Terreirão. Campo de altitude. 20o25'S; 41o49'W. 2300msm","-41.8683013916016","-20.4333000183105","21645",NA,"Subarbusto, ca. 1,2m alt.; cálice vinho-escuro, corola lilás","auto",NA,NA,NA,"2000","02","17",NA,NA,"2300","2300",NA,NA,"ESA064419","ESA064419",NA,NA,NA,NA
"801","2019-07-11 10:12:52-03","ESALQ","ESA","64717","S","Plantae","Magnoliophyta",NA,NA,"Polypodiaceae",NA,NA,NA,NA,NA,"Souza, V.C.; Souza, J.P.; Forster, W.; Mazine, F.F.","23565","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó. Morro da Jumenta. Mata ciliar. 20o25'18,1S; 41o49'16,1W. 2330msm","-41.8683013916016","-20.4333000183105","21645",NA,"Sobre rochas","auto",NA,NA,NA,"2000","02","20",NA,NA,NA,NA,NA,NA,"ESA064717",NA,NA,NA,NA,NA
"802","2019-07-11 10:12:24-03","ESALQ","ESA","64642","S","Plantae","Magnoliophyta",NA,NA,"Poaceae",NA,NA,NA,NA,NA,"Souza, V.C.; Souza, J.P.; Forster, W.; Mazine, F.F.","23488","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó. Região das Três Lagoas","-41.8683013916016","-20.4333000183105","21645",NA,"Erva; espiguetas castanhas","auto",NA,NA,NA,"2000","02","19",NA,NA,"2500","2500",NA,NA,"ESA064642",NA,NA,NA,NA,NA
"803","2019-02-22 15:17:03-03","ESALQ","ESA","112536","S","Plantae","Magnoliophyta",NA,NA,"Fabaceae",NA,NA,NA,NA,NA,"Colletta, G.D.","478","Brasil","Minas Gerais","Alto Caparaó",NA,"-41.8683013916016","-20.4333000183105","21645",NA,NA,"auto",NA,NA,NA,"2010","04","10",NA,NA,NA,NA,NA,NA,"ESA112536",NA,NA,NA,NA,NA
"804","2019-07-11 10:07:56-03","ESALQ","ESA","37286","S","Plantae","Magnoliophyta",NA,NA,"Fabaceae",NA,NA,NA,NA,NA,"Souza, J.P.; Souza, V.C.; Leoni, L.S.; Elias, S.I.","2118","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó. Trilha para o Pico da Bandeira. Campo de altitude. 1790-2400 msm. 20o25'S; 41o48'W","-41.8683013916016","-20.4333000183105","21645",NA,"Arbusto, até 1,5m alt. Flores amarelas, frutos imaturos verdes e maduros castanhos","auto",NA,NA,NA,"1998","02","12",NA,NA,NA,NA,NA,NA,"ESA037286",NA,NA,NA,NA,NA
"805","2019-07-11 10:04:27-03","ESALQ","ESA","121920","S","Plantae","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,"Kuntz, J.","811","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó. Vale Verde. Trilha do Jacú.","-41.8683013916016","-20.4333000183105","21645",NA,"Subarbusto ca. 30 cm alt., flores lilás.","auto",NA,NA,NA,"2013","01","10",NA,NA,"1338","1338",NA,NA,"ESA121920",NA,NA,NA,NA,NA
"806","2019-02-22 15:08:38-03","ESALQ","ESA","64693","S","Plantae","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,"Souza, V.C. et al.","23541","Brasil","Minas Gerais","Alto Caparaó",NA,"-41.8683013916016","-20.4333000183105","21645",NA,NA,"auto",NA,NA,NA,"2000","02","20",NA,NA,NA,NA,NA,NA,"ESA064693",NA,NA,NA,NA,NA
"807","2019-07-11 10:10:21-03","ESALQ","ESA","112437","S","Plantae","Magnoliophyta",NA,NA,"Melastomataceae",NA,NA,NA,NA,NA,"Colletta, G.D.","326","Brasil","Minas Gerais","Alto Caparaó",NA,"-41.8683013916016","-20.4333000183105","21645",NA,NA,"auto",NA,NA,NA,"2010","01","12",NA,NA,NA,NA,NA,NA,"ESA112437","ESA112437 ESA112437_v",NA,NA,NA,NA
"808","2019-02-22 15:32:31-03","ESALQ","ESA","28077","S","Plantae","Ptaridophyta",NA,NA,"Aspidiaceae",NA,NA,NA,NA,NA,"Leoni, L.S.","3792","Brasil","Minas Gerais","Alto Caparaó",NA,"-41.8683013916016","-20.4333000183105","21645",NA,NA,"auto",NA,NA,NA,"1996","08","03",NA,NA,NA,NA,NA,NA,"ESA028077",NA,NA,NA,NA,NA
"809","2019-02-22 15:08:38-03","ESALQ","ESA","86114","S","Plantae","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,"Forster, W. et al.","811","Brasil","Minas Gerais","Alto Caparaó",NA,"-41.8683013916016","-20.4333000183105","21645",NA,NA,"auto",NA,NA,NA,"2000","10","20",NA,NA,NA,NA,NA,NA,"ESA086114",NA,NA,NA,NA,NA
"810","2019-02-22 15:08:32-03","ESALQ","ESA","112443","S","Plantae","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,"Colletta, G.D.","332","Brasil","Minas Gerais","Alto Caparaó",NA,"-41.8683013916016","-20.4333000183105","21645",NA,NA,"auto",NA,NA,NA,"2010","01","12",NA,NA,NA,NA,NA,NA,"ESA112443",NA,NA,NA,NA,NA
"811","2019-07-11 10:06:57-03","ESALQ","ESA","64443","S","Plantae","Magnoliophyta",NA,NA,"Cyperaceae",NA,NA,NA,NA,NA,"Souza, V.C.; Souza, J.P.; Forster, W.; Mazine, F.F.","23286","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó. Arredores do Terreirão. Campo de altitude","-41.49","-20.25",NA,NA,"Erva; espiguetas castanhas",NA,NA,NA,NA,"2000","02","17","-41.49","-20.25","2300","2300",NA,NA,"ESA064443","ESA064443",NA,NA,NA,NA
"812","2019-07-11 10:07:28-03","ESALQ","ESA","110397","S","Plantae","Magnoliophyta",NA,NA,"Ericaceae",NA,NA,NA,NA,NA,"Colletta, G.D.","238","Brasil","Minas Gerais","Alto Caparaó",NA,"-41.8683013916016","-20.4333000183105","21645",NA,NA,"auto",NA,NA,NA,"2009","05","12",NA,NA,NA,NA,NA,NA,"ESA110397",NA,NA,NA,NA,NA
"813","2019-02-22 15:08:32-03","ESALQ","ESA","112545","S","Plantae","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,"Colletta, G.D.","487","Brasil","Minas Gerais","Alto Caparaó",NA,"-41.8683013916016","-20.4333000183105","21645",NA,NA,"auto",NA,NA,NA,"2010","04","11",NA,NA,NA,NA,NA,NA,"ESA112545",NA,NA,NA,NA,NA
"814","2019-02-22 15:13:32-03","ESALQ","ESA","110357","S","Plantae","Magnoliophyta",NA,NA,"Boraginaceae",NA,NA,NA,NA,NA,"Colletta, G.D.","199","Brasil","Minas Gerais","Alto Caparaó",NA,"-41.8683013916016","-20.4333000183105","21645",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESA110357","ESA110357",NA,NA,NA,NA
"815","2019-02-22 15:08:38-03","ESALQ","ESA","86023","S","Plantae","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,"Forster, W. et al.","139","Brasil","Minas Gerais","Alto Caparaó",NA,"-41.8683013916016","-20.4333000183105","21645",NA,NA,"auto",NA,NA,NA,"1999","10","20",NA,NA,NA,NA,NA,NA,"ESA086023",NA,NA,NA,NA,NA
"816","2019-07-11 10:10:21-03","ESALQ","ESA","112449","S","Plantae","Magnoliophyta",NA,NA,"Melastomataceae",NA,NA,NA,NA,NA,"Colletta, G.D.","338","Brasil","Minas Gerais","Alto Caparaó",NA,"-41.8683013916016","-20.4333000183105","21645",NA,NA,"auto",NA,NA,NA,"2010","01","12",NA,NA,NA,NA,NA,NA,"ESA112449","ESA112449 ESA112449_v",NA,NA,NA,NA
"817","2019-02-22 15:24:29-03","ESALQ","ESA","49977","S","Plantae","Magnoliophyta",NA,NA,"Myrtaceae",NA,NA,NA,NA,NA,"Leoni, L.S.","4048","Brasil","Minas Gerais","Alto Caparaó",NA,"-41.8683013916016","-20.4333000183105","21645",NA,NA,"auto",NA,NA,NA,"1998","10","22",NA,NA,NA,NA,NA,NA,"ESA049977",NA,NA,NA,NA,NA
"818","2019-07-11 10:10:21-03","ESALQ","ESA","112428","S","Plantae","Magnoliophyta",NA,NA,"Melastomataceae",NA,NA,NA,NA,NA,"Colletta, G.D.","317","Brasil","Minas Gerais","Alto Caparaó",NA,"-41.8683013916016","-20.4333000183105","21645",NA,NA,"auto",NA,NA,NA,"2010","01","12",NA,NA,NA,NA,NA,NA,"ESA112428","ESA112428",NA,NA,NA,NA
"819","2019-07-11 10:10:21-03","ESALQ","ESA","112548","S","Plantae","Magnoliophyta",NA,NA,"Melastomataceae",NA,NA,NA,NA,NA,"Colletta, G.D.","490","Brasil","Minas Gerais","Alto Caparaó",NA,"-41.8683013916016","-20.4333000183105","21645",NA,NA,"auto",NA,NA,NA,"2010","04","11",NA,NA,NA,NA,NA,NA,"ESA112548","ESA112548",NA,NA,NA,NA
