"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","recordNumber","year","month","day","continentOcean","locality","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","infraspecificEpithet","typeStatus"
"109","2020-01-27 18:59:16-03","UFMG","BHCB","108179","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Amaranthaceae",NA,NA,NA,"A.Juss.","Viana, PL; Sobral, M; Antunes, K; Bispo, H; Bispo, F","Brasil","Minas Gerais","Felício dos Santos","-43.25","-18.216667",NA,NA,"Erva, com inflorescências brancas.; Interior de mata.",NA,"2852","2006","11","15","Southern America","Cachoeira do Sumidouro","-43.25","-18.216667","1200","1200",NA,"BHCB054075","BHCB054075",NA,NA,NA,NA,NA,NA
"110","2020-01-27 18:59:16-03","UFMG","BHCB","139574","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Amaranthaceae",NA,NA,NA,"A.Juss.","Almeida, TE; Echternacht, LA; Bastos, TV; Santos, AMO","Brasil","Minas Gerais","Felício dos Santos","-43.262472","-18.227972",NA,NA,"Prensado em álcool.; Erva terrestre. Flores brancas. Base do caule avermelhado.; Campo rupestre. Campo limpo úmido.",NA,"2290","2010","04","03","Southern America","APA Felício, Caminho para a Cachoeira do Sumidouro.","-43.262472","-18.227972","1366","1366",NA,"BHCB054086","BHCB054086",NA,NA,NA,NA,NA,NA
"111","2020-01-27 18:59:16-03","UFMG","BHCB","90535","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Amaranthaceae",NA,NA,NA,"A.Juss.","Viana, PL; Mota, NFO; Salino, A; Santos, FMG; Almeida, TE; Bispo, H","Brasil","Minas Gerais","Felício dos Santos","-43.283333","-18.166667",NA,NA,"Escandente, com sininflorescências pendentes, verdes.; Interior de mata próximo a riacho.",NA,"2220","2004","10","08","Southern America","APA Felício","-43.283333","-18.166667","1000","1400",NA,"BHCB054047","BHCB054047",NA,NA,NA,NA,NA,NA
"112","2019-10-02 15:05:51-03","UFMG","BHCB","102235","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Araceae","Anthurium",NA,"Anthurium","Schott.","Viana, PL; Leite, FSF; Lopes, LE; Ferreira, M","Brasil","Minas Gerais","Felício dos Santos","-43.25","-18.216667",NA,NA,"Terrestre. Espiga e espata verdes; Em interior de capão de mata.",NA,"2504","2006","06","10","Southern America","APA Felício- Cachoeira do Sumidouro","-43.25","-18.216667","1300","1300",NA,"BHCB037132","BHCB037132",NA,NA,NA,NA,NA,NA
"113","2019-10-02 15:05:52-03","UFMG","BHCB","90551","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Araceae","Anthurium","comtum","Anthurium comtum","Schott","Viana, PL; Mota, NFO; Salino, A; Santos, FMG; Almeida, TE; Bispo, H","Brasil","Minas Gerais","Felício dos Santos","-43.283333","-18.166667",NA,NA,"Herbácea, terrestre.; Em interio de mata.",NA,"2214","2004","10","08","Southern America","APA Felício","-43.283333","-18.166667","1000","1400",NA,"BHCB037074","BHCB037074",NA,"2009","01","29",NA,NA
"114","2020-03-16 20:34:12-03","UFMG","BHCB","102252","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Döll) McClure","Viana, PL; Leite, FSF; Lopes, LE; Ferreira, M","Brasil","Minas Gerais","Felício dos Santos","-43.25425","-18.234806",NA,NA,"Indivíduo jovem. Fímbrias das folhas dos ramos vináceas.; Em mata de galeria.",NA,"2521","2006","06","10","Southern America","APA Felício, Cachoeira do Sumidouro","-43.25425","-18.234806","877","877",NA,"BHCB010188",NA,NA,"2006","11",NA,NA,NA
"115","2019-10-02 14:49:32-03","UFMG","BHCB","126057","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Asteraceae","Baccharis","rufidula","Baccharis rufidula","(Spreng.) Joch.Mull.","Viana, PL; Mota, NFO; Giorni, VT; Novaes, RML","Brasil","Minas Gerais","Felício dos Santos","-43.466667","-18.283333",NA,NA,"Arbusto. Capítulos creme; Borda de mata.",NA,"3702","2008","08","29","Southern America","APA Felício, Mata do Isidoro e arredores","-43.466667","-18.283333","1320","1320",NA,"BHCB049579",NA,NA,"2019","03",NA,NA,NA
"116","2019-10-02 14:49:35-03","UFMG","BHCB","126024","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Asteraceae","Bidens",NA,"Bidens","L.","Viana, PL; Mota, NFO; Giorni, VT; Novaes, RML","Brasil","Minas Gerais","Felício dos Santos","-43.466667","-18.283333",NA,NA,"Borda de capão florestal. Arbusto 3m. Capítulos amarelos.",NA,"3669","2008","08","29","Southern America","APA Felício. Mata do Isidoro., E também arredores.","-43.466667","-18.283333","1320","1320",NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2019-10-02 14:59:50-03","UFMG","BHCB","108206","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Viana, PL; Sobral, M; Antunes, K; Bispo, H; Bispo, F","Brasil","Minas Gerais","Felício dos Santos","-43.25","-18.216667",NA,NA,"Arbusto; Campo Rupestre",NA,"2879","2006","11","15","Southern America","Cachoeira do Sumidouro","-43.25","-18.216667","1200","1200",NA,"BHCB032044",NA,NA,"2015",NA,NA,NA,NA
"118","2019-10-02 15:03:34-03","UFMG","BHCB","102229","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Solanaceae","Brunfelsia","hydrangeiformis","Brunfelsia hydrangeiformis","(Pohl) Benth.","Viana, PL; Leite, FSF; Lopes, LE; Ferreira, M","Brasil","Minas Gerais","Felício dos Santos","-43.25","-18.216667",NA,NA,"Arbusto em interior de mata. Flores roxas",NA,"2498","2006","06","10","Southern America","APA Felício- Cachoeira do Sumidouro","-43.25","-18.216667","1300","1300",NA,"BHCB001962","BHCB001962",NA,NA,NA,NA,NA,NA
"119","2019-10-02 15:03:42-03","UFMG","BHCB","90540","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Solanaceae","Capsicum","pereirae","Capsicum pereirae","Barboza & Bianch.","Viana, PL; Mota, NFO; Salino, A; Santos, FMG; Almeida, TE; Bispo, H","Brasil","Minas Gerais","Felício dos Santos","-43.283333","-18.166667",NA,NA,"Interior de mata. Arbusto. Flores brancas com ornamentações lilases",NA,"2253",NA,NA,NA,"Southern America","APA Felício","-43.283333","-18.166667","1000","1400",NA,"BHCB002171","BHCB002171",NA,NA,NA,NA,NA,NA
"120","2019-10-02 15:08:14-03","UFMG","BHCB","102250","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Poaceae","Chusquea",NA,"Chusquea",NA,"Viana, PL; Leite, FSF; Lopes, LE; Ferreira, M","Brasil","Minas Gerais","Felício dos Santos","-43.25","-18.216667",NA,NA,"Bambu escandente. Lâminas das folhas dos ramos discolores: verde abaxial, glaca abaxial&nf;; Em interior de mata",NA,"2519","2006","06","10","Southern America","APA Felício- Cachoeira do Sumidouro","-43.25","-18.216667","1200","1200",NA,"BHCB031324",NA,NA,NA,NA,NA,NA,NA
"121","2019-10-02 15:08:14-03","UFMG","BHCB","102254","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Poaceae","Chusquea",NA,"Chusquea",NA,"Viana, PL; Leite, FSF; Lopes, LE; Ferreira, M","Brasil","Minas Gerais","Felício dos Santos","-43.25","-18.216667",NA,NA,"Bambu escandente&nf;; Em interior de mata",NA,"2523","2006","06","10","Southern America","APA Felício, Cachoeira do Sumidouro","-43.25","-18.216667","1200","1200",NA,"BHCB031309",NA,NA,NA,NA,NA,NA,NA
"122","2019-10-02 15:08:14-03","UFMG","BHCB","90564","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Poaceae","Chusquea",NA,"Chusquea",NA,"Viana, PL; Mota, NFO; Salino, A; Santos, FMG; Almeida, TE; Bispo, H","Brasil","Minas Gerais","Felício dos Santos","-43.283333","-18.166667",NA,NA,"Bambu. Colmos escandentes. Lâminas das folhas de colmo eretas; Em interior de mata",NA,"2225","2004","10","08","Southern America","APA Felício","-43.283333","-18.166667","1000","1400",NA,"BHCB031323",NA,NA,NA,NA,NA,NA,NA
"123","2019-10-02 15:08:14-03","UFMG","BHCB","102233","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Poaceae","Chusquea","anelytroides","Chusquea anelytroides","Rupr. ex Döll","Viana, PL; Leite, FSF; Lopes, LE; Ferreira, M","Brasil","Minas Gerais","Felício dos Santos","-43.25","-18.216667",NA,NA,"Colmos escandentes, com porção dista pendente. Quando jovem glaucos. Anel infra nodal ceroso branco.; Em capão de mata.",NA,"2502","2006","06","10","Southern America","Cachoeira do Sumidouro","-43.25","-18.216667","1300","1300",NA,"BHCB031303",NA,NA,"2015","10","14",NA,NA
"124","2019-10-02 15:08:14-03","UFMG","BHCB","102251","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Poaceae","Chusquea","attenuata","Chusquea attenuata","(Döll) L.G.Clark","Viana, PL; Leite, FSF; Lopes, LE; Ferreira, M","Brasil","Minas Gerais","Felício dos Santos","-43.25","-18.216667",NA,NA,"Dois indivíduos observados em floração.; Bambu escandente.; Em interior de mata.",NA,"2520","2006","06","10","Southern America","APA Felício, Cachoeira do sumidouro","-43.25","-18.216667","1200","1200",NA,"BHCB045615",NA,NA,"2018","03","20",NA,NA
"125","2019-10-02 15:08:16-03","UFMG","BHCB","90563","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Poaceae","Chusquea","longispiculata","Chusquea longispiculata","L.G.Clark","Viana, PL; Mota, NFO; Salino, A; Santos, FMG; Almeida, TE; Bispo, H","Brasil","Minas Gerais","Felício dos Santos","-43.283333","-18.166667",NA,NA,"Planta escandente, presença de anel infra-nodal ceroso branco em colmos mais desenvolvidos; Em interior de mata",NA,"2224","2004","10","08","Southern America","APA Felício","-43.283333","-18.166667","1000","1400",NA,"BHCB045650",NA,NA,"2018","03","20",NA,NA
"126","2019-10-02 15:08:16-03","UFMG","BHCB","90562","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Poaceae","Colanthelia","distans","Colanthelia distans","(Trin.) McClure","Viana, PL; Mota, NFO; Salino, A; Santos, FMG; Almeida, TE; Bispo, H","Brasil","Minas Gerais","Felício dos Santos","-43.283333","-18.166667",NA,NA,"Colmos escandentes e delgados. Lâminas das folhas do colmo reflexas e caducas.; Em beira de riacho, em interior de mata.",NA,"2223","2004","10","08","Southern America","APA Felício","-43.283333","-18.166667","1000","1400",NA,"BHCB045945",NA,NA,"2018",NA,NA,NA,NA
"127","2019-10-02 15:06:44-03","UFMG","BHCB","138004","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Eriocaulaceae","Comanthera","bisulcata","Comanthera bisulcata","(Körn.) L.R.Parra & Giul.","Echternacht, LA; Bastos, TV; Almeida, TE; Santos, AMO","Brasil","Minas Gerais","Felício dos Santos","-43.2385","-18.233667",NA,NA,"NULL; Erva terrestre. Folhas verdes, escapos e capítulos secos. Brácteas involucrais externas douradas, internas cremes.; Campo limpo arenoso com vegetação herbácea. Solo de areia grossa e seca, branca.",NA,"2159","2010","04","03","Southern America","Cachoeira do Sumidouro., No começo da trilha para a cachoeira, ao lado da antena.","-43.2385","-18.233667","987","987",NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2019-10-02 15:06:44-03","UFMG","BHCB","138013","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Eriocaulaceae","Comanthera","elegantula","Comanthera elegantula","(Ruhland) L.R.Parra & Giul.","Echternacht, LA; Bastos, TV; Almeida, TE; Santos, AMO","Brasil","Minas Gerais","Felício dos Santos","-43.261556","-18.226361",NA,NA,"Folhas verdes acinzentadas. Brácteas involucrais externas douradas, internas cremes.; Na beira do rio, vegetação herbácea. Solo arenoso quartzítico úmido.",NA,"2168","2010","04","03","Southern America","Cachoeira do Sumidouro., Na parte alta da cachoeira, ao lado da queda.","-43.261556","-18.226361","1340","1340",NA,"BHCB022366",NA,NA,"2011","08","24",NA,NA
"129","2019-10-02 15:06:15-03","UFMG","BHCB","90458","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Commelinaceae",NA,NA,NA,NA,"Viana, PL; Mota, NFO","Brasil","Minas Gerais","Felício dos Santos","-43.466667","-18.283333",NA,NA,"Rupícola em interior da mata secundária, flores brancas",NA,"1845","2004","08","08","Southern America","APA Felício","-43.466667","-18.283333","1050","1050",NA,"BHCB005735",NA,NA,NA,NA,NA,NA,NA
"130","2019-10-02 14:53:53-03","UFMG","BHCB","126092","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Fabaceae","Crotalaria","rufipila","Crotalaria rufipila","Benth.","Viana, PL; Mota, NFO; Giorni, VT; Novaes, RML","Brasil","Minas Gerais","Felício dos Santos","-43.466667","-18.283333",NA,NA,"Campo rupestre. Pequeno arbusto de flores amarelas",NA,"3737","2008","08","30","Southern America","APA Felício dos Santos, Mata do Isidoro e arredores","-43.466667","-18.283333","1510","1510",NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2019-10-02 14:53:04-03","UFMG","BHCB","90511","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Euphorbiaceae","Croton","campestris","Croton campestris","A.St.-Hil.","Viana, PL; Mota, NFO; Salino, A; Santos, FMG; Almeida, TE; Bispo, H","Brasil","Minas Gerais","Felício dos Santos","-43.283333","-18.166667",NA,NA,"Flores creme.; Campo rupestre.",NA,"2243","2004","10","08","Southern America","APA Felício","-43.283333","-18.166667","1000","1400",NA,"BHCB011467",NA,NA,"2008","09",NA,NA,NA
"132","2019-10-02 15:06:24-03","UFMG","BHCB","108174","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Cyperaceae","Cyperus",NA,"Cyperus",NA,"Viana, PL; Sobral, M; Antunes, K; Bispo, H; Bispo, F","Brasil","Minas Gerais","Felício dos Santos","-43.25","-18.216667",NA,NA,"Cespitosa.; Em camp rupestre.",NA,"2847","2008","11","15","Southern America","Cachoeira do Sumidouro","-43.25","-18.216667",NA,NA,NA,"BHCB052054",NA,NA,NA,NA,NA,NA,NA
"133","2019-10-02 14:49:52-03","UFMG","BHCB","126086","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Asteraceae","Dasyphyllum","flagellare","Dasyphyllum flagellare","(Casar.) Cabrera","Viana, PL; Mota, NFO; Giorni, VT; Novaes, RML","Brasil","Minas Gerais","Felício dos Santos","-43.466667","-18.283333",NA,NA,"Borda de capão de mata. Liana espinescente. Capítulos passados.",NA,"3731","2008","08","30","Southern America","APA Felício. Mata do Isidoro., E também arredores.","-43.466667","-18.283333","1510","1510",NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2019-10-02 14:52:42-03","UFMG","BHCB","139570","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Ericaceae",NA,NA,NA,NA,"Almeida, TE; Echternacht, LA; Bastos, TV; Santos, AMO","Brasil","Minas Gerais","Felício dos Santos","-43.248389","-18.236611",NA,NA,"Arbusto com 1,5m de altura a beira de trilha, no campo rupestre. Flores vermelhas",NA,"2286","2010","04","03","Southern America","APA Felício, Caminho para a Cachoeira do Sumidouro. Campo rupestre","-43.248389","-18.236611","1117","1117",NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2019-10-02 15:06:41-03","UFMG","BHCB","108182","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Eriocaulaceae",NA,NA,NA,NA,"Viana, PL; Sobral, M; Antunes, K; Bispo, H; Bispo, F","Brasil","Minas Gerais","Felício dos Santos","-43.25","-18.216667",NA,NA,"Capítulos brancos; Em contato com campo rupestre/mata de galeria",NA,"2855","2006","11","15","Southern America","Cachoeira do Sumidouro","-43.25","-18.216667","1200","1200",NA,"BHCB021197",NA,NA,NA,NA,NA,NA,NA
"136","2019-10-02 14:55:04-03","UFMG","BHCB","108193","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Lamiaceae","Eriope",NA,"Eriope","Humb. & Bonpl. ex Benth.","Viana, PL; Sobral, M; Antunes, K; Bispo, H; Bispo, F","Brasil","Minas Gerais","Felício dos Santos","-43.25","-18.216667",NA,NA,"Arbusto com flores lilases; Campo rupestre",NA,"2866","2006","11","15","Southern America","Cachoeira do Sumidouro","-43.25","-18.216667","1200","1200",NA,"BHCB021223",NA,NA,NA,NA,NA,NA,NA
"137","2019-10-02 14:55:04-03","UFMG","BHCB","126071","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Lamiaceae","Eriope",NA,"Eriope","Humb. & Bonpl. ex Benth.","Viana, PL; Mota, NFO; Giorni, VT; Novaes, RML","Brasil","Minas Gerais","Felício dos Santos","-43.466667","-18.283333",NA,NA,"Arbusto com flor rosa.; Campo rupestre",NA,"3716","2008","08","30","Southern America","APA Felício, Mata do Isidoro e arredores","-43.466667","-18.283333","1320","1320",NA,"BHCB041588",NA,NA,NA,NA,NA,NA,NA
"138","2019-10-02 14:59:58-03","UFMG","BHCB","108194","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Myrtaceae","Eugenia",NA,"Eugenia","L.","Viana, PL; Sobral, M; Antunes, K; Bispo, H; Bispo, FHA","Brasil","Minas Gerais","Felício dos Santos","-43.25","-18.216667",NA,NA,"Arbusto; Em transição campo rupestre/floresta estacional",NA,"2867","2006","11","15","Southern America","Cachoeira do Sumidouro","-43.25","-18.216667","1010","1010",NA,"BHCB037462",NA,NA,NA,NA,NA,NA,NA
"139","2019-10-02 15:00:07-03","UFMG","BHCB","126050","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Myrtaceae","Eugenia","ligustrina","Eugenia ligustrina","(Sw.) Willd.","Viana, PL; Mota, NFO; Giorni, VT; Novaes, RML","Brasil","Minas Gerais","Felício dos Santos","-43.466667","-18.283333",NA,NA,"Arbusto com flores de pétalas brancas e estames avermelhados. Campo rupestre.",NA,"3695","2008","08","29","Southern America","APA Felício, Mata do Isidoro e arredores.","-43.466667","-18.283333","132","132",NA,"BHCB010322","BHCB010322",NA,"2008","09",NA,NA,NA
"140","2019-10-02 15:05:57-03","UFMG","BHCB","102237","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Arecaceae","Geonoma","pauciflora","Geonoma pauciflora",NA,"Viana, PL; Leite, FSF; Lopes, LE; Ferreira, M","Brasil","Minas Gerais","Felício dos Santos","-43.25","-18.216667",NA,NA,"Inflorescência vinho-escura; Em interior de mata e também em beira de riacho.",NA,"2506","2006","06","10","Southern America","Cachoeira do Sumidouro","-43.25","-18.216667","1300","1300",NA,"BHCB050249","BHCB050249",NA,NA,NA,NA,NA,NA
"141","2020-02-07 18:35:01-03","UFMG","BHCB","126073","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Amaranthaceae","Gomphrena",NA,"Gomphrena",NA,"Viana, PL; Mota, NFO; Giorni, VT; Novaes, RML","Brasil","Minas Gerais","Felício dos Santos","-43.466667","-18.283333",NA,NA,"Inflorescências pálidas.; Campo rupestre.",NA,"3718","2008","08","30","Southern America","APA Felício, Mata do Isidoro e arredores.","-43.466667","-18.283333","1320","1320",NA,"BHCB054625","BHCB054625",NA,NA,NA,NA,NA,NA
"142","2019-10-02 14:53:14-03","UFMG","BHCB","126031","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Euphorbiaceae","Gonatogyne","brasiliensis","Gonatogyne brasiliensis","(Baill.) Müll.Arg.","Viana, PL; Mota, NFO; Giorni, VT; Novaes, RML","Brasil","Minas Gerais","Felício dos Santos","-43.466667","-18.283333",NA,NA,"Arvoreta frequente. Frutos imaturos verdes; Mata. Frequente em sub-bosque na floresta",NA,"3676","2008","08","29","Southern America","APA Felício, Mata do Isidoro e arredores","-43.466667","-18.283333","1320","1320",NA,"BHCB039782",NA,NA,"2016","12","01",NA,NA
"143","2019-10-02 15:07:50-03","UFMG","BHCB","102239","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Hadrolaelia","jongheana","Hadrolaelia jongheana","(Rchb) Chiron & V.P.Castro","Viana, PL; et al.","Brasil","Minas Gerais","Felício dos Santos","-43.25","-18.216667",NA,NA,"Epífita em interior de capão de mata, flores rosas.",NA,"2508","2006","06","10","Southern America","APA Felício- Cachoeira do Sumidouro","-43.25","-18.216667","1300","1300",NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2019-10-02 15:08:21-03","UFMG","BHCB","90568","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Poaceae","Hildaea","ruprechtii","Hildaea ruprechtii","(Döll) C.Silva & R.P.Oliveira","Viana, PL; Mota, NFO; Salino, A; Santos, FMG; Almeida, TE; Bispo, H","Brasil","Minas Gerais","Felício dos Santos","-43.283333","-18.166667",NA,NA,"Planta apoiante. Espiguetas velhas; em mata",NA,"2227","2004","10","08","Southern America","APA Felício","-43.283333","-18.166667","1000","1400",NA,"BHCB045320",NA,NA,"2019","01",NA,NA,NA
"145","2019-10-02 15:06:46-03","UFMG","BHCB","138008","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Eriocaulaceae","Leiothrix",NA,"Leiothrix",NA,"Echternacht, LA; Bastos, TV; Almeida, TE; Santos, AMO","Brasil","Minas Gerais","Felício dos Santos","-43.261556","-18.226361",NA,NA,"NULL; Erva terrestre. Arquitetura arborescente, formando grandes agrupamentos. Inflorescências cremes, rosetas verde-intenso. Escapos com pilosidade argenteada.; Campo limpo. Solo arenoso quartzítico úmido orgânico.",NA,"2163","2010","04","03","Southern America","Cachoeira do Sumidouro., Na vertente leste da serra, na trilha de subida para a cachoeira.","-43.261556","-18.226361","1340","1340",NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2019-10-02 15:06:47-03","UFMG","BHCB","138005","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Eriocaulaceae","Leiothrix","flavescens","Leiothrix flavescens","(Bong.) Ruhland","Echternacht, LA; Bastos, TV; Almeida, TE; Santos, AMO","Brasil","Minas Gerais","Felício dos Santos","-43.262222","-18.230278",NA,NA,"NULL; Capítulos cremes.; Campo limpo. Local alagado. Solo arenoso quartzítico orgânico.",NA,"2160","2010","04","03","Southern America","Cachoeira do Sumidouro., Platô ao sul da cachoeira.","-43.262222","-18.230278","1402","1402",NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2019-10-02 14:52:11-03","UFMG","BHCB","90514","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Chrysobalanaceae","Licania",NA,"Licania",NA,"Viana, PL; Mota, NFO; Salino, A; Santos, FMG; Almeida, TE; Bispo, H","Brasil","Minas Gerais","Felício dos Santos","-43.283333","-18.166667",NA,NA,"Campo rupestre. Arbusto. Flores creme; Arbusto em campo rupestre, flores creme",NA,"2249","2004","10","08","Southern America","APA Felício","-43.283333","-18.166667","1000","1400",NA,"BHCB5234",NA,NA,"2011","11","29",NA,NA
"148","2019-10-02 14:59:37-03","UFMG","BHCB","90561","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Monimiaceae","Macropeplus","dentatus","Macropeplus dentatus","(Perkins) I.Santos & Peixoto","Viana, PL; Mota, NFO; Salino, A; Santos, FMG; Almeida, TE; Bispo, H","Brasil","Minas Gerais","Felício dos Santos","-43.283333","-18.166667",NA,NA,"Interior de mata; próximo a riacho. Arbóreo. Flores brancas e odoríferas",NA,"2221","2004","06","22","Southern America","APA Felício dos Santos","-43.283333","-18.166667","1000","1400",NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2019-10-02 14:53:16-03","UFMG","BHCB","90546","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Euphorbiaceae","Manihot",NA,"Manihot","Mill.","Viana, PL; Mota, NFO; Salino, A; Santos, FMG; Almeida, TE; Bispo, H","Brasil","Minas Gerais","Felício dos Santos","-43.291111","-18.166667",NA,NA,"Arbusto latescente , flor com coloração creme; Cerrado",NA,"2211","2004","10","08","Southern America","APA Felício dos Santos","-43.291111","-18.166667","1000","1400",NA,"BHCB013817",NA,NA,NA,NA,NA,NA,NA
"150","2019-10-02 14:54:15-03","UFMG","BHCB","139568","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Fabaceae","Melanoxylon","brauna","Melanoxylon brauna","Schott","Almeida, TE; Echternacht, LA; Bastos, TV; Santos, AMO","Brasil","Minas Gerais","Felício dos Santos","-43.208","-18.215444",NA,NA,"Árvore com 10 m de altura, a beira de estrada. Flores amarelas",NA,"2284","2010","04","03","Southern America","APA Felício, Caminho para a Cachoeira do Sumidouro. Floresta Estacional Semidecidual","-43.208","-18.215444","943","943",NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2019-10-02 15:02:56-03","UFMG","BHCB","90539","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Sabiaceae","Meliosma","sellowii","Meliosma sellowii","Urb.","Viana, PL; et al.","Brasil","Minas Gerais","Felício dos Santos","-43.283333","-18.166667",NA,NA,"Arbórea (5-10 m). Flores de cor creme e frutos imaturos verdes.; em interior de mata",NA,"2230","2004","10","08","Southern America","APA Felício","-43.283333","-18.166667","1000","1400",NA,"BHCB039016",NA,NA,"2011","11",NA,NA,NA
"152","2019-10-31 18:28:59-03","UFMG","BHCB","139583","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Poaceae","Merostachys","exserta","Merostachys exserta","Munro ex E.G.Camus.","Almeida, TE; Bastos, TV; Santos, AMO; Echternacht, LA","Brasil","Minas Gerais","Felício dos Santos","-43.2625","-18.228056",NA,NA,"Erva com 4 m de altura. Botões florais roxo-escuro e marrons.; Campo rupestre. Interior de floresta em regeneração.",NA,"2299","2010","04","03","Southern America","APA Felício, Caminho para a Cachoeira do Sumidouro.","-43.2625","-18.228056","1366","1366",NA,"BHCB012948",NA,NA,"2019","07",NA,NA,NA
"153","2019-10-02 14:57:12-03","UFMG","BHCB","126045","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Melastomataceae","Miconia","irwinii","Miconia irwinii","Wurdack","Viana, PL; Mota, NFO; Giorni, VT; Novaes, RML","Brasil","Minas Gerais","Felício dos Santos","-43.466667","-18.283333",NA,NA,"Arbusto com flores cremes. Campo rupestre.",NA,"3690","2008","08","29","Southern America","APA Felício. Mata do Isidoro., Mata do Isidoro e arredores.","-43.466667","-18.283333","1320","1320",NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2019-10-02 14:50:29-03","UFMG","BHCB","90542","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Asteraceae","Mikania","acuminata","Mikania acuminata","DC.","Viana, PL; Mota, NFO; Salino, A; Santos, FMG; Almeida, TE; Bispo, H","Brasil","Minas Gerais","Felício dos Santos","-43.283333","-18.166667",NA,NA,"Plantas do Brasil. Borda de mata. Escandente.; escandente em borda de mata",NA,"2216","2004","10","08","Southern America","APA Felício","-43.283333","-18.166667","1000","1400",NA,"BHCB006615",NA,NA,"2013","02",NA,NA,NA
