"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","identifiedBy","yearIdentified","recordNumber","year","month","day","continentOcean","locality","verbatimLongitude","verbatimLatitude","preparationType","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","typeStatus","monthIdentified","dayIdentified","previousCatalogNumber"
"1474","2020-03-04 20:43:25-03","UFMG","BHCB-SL","101348","PreservedSpecimen","Plantae",NA,NA,NA,"Polypodiaceae","Lellingeria","apiculata","Lellingeria apiculata","(Kunze ex Klotzsch) A.R.Sm. & R.C.Moran","Almeida, TE; Souza, DT","Brasil","Minas Gerais","Itambé do Mato Dentro","-43.429444","-19.414639",NA,NA,"Epífita a 1m de altura, em mata, próximo a curso d água",NA,"Almeida, TE","2006","335","2006","08","06","América","Distrito de Santana do Rio Preto, Cabeça de Boi. Floresta Estacional Semidecidual Submontana e Mata de Galeria.","-43.429444","-19.414639",NA,NA,NA,"720","720",NA,NA,"08",NA,NA
"1475","2019-11-07 11:17:39-03","UFMG","BHCB-SL","101347","PreservedSpecimen","Plantae",NA,NA,NA,"Lindsaeaceae","Lindsaea","divaricata","Lindsaea divaricata","Klotzsch","Almeida, TE; Souza, DT","Brasil","Minas Gerais","Itambé do Mato Dentro","-43.427944","-19.415",NA,NA,"Terrestre no interior de mata. Projeto Riqueza, Distribuição Geográfica e Conservação das Pteridófitas de Minas Gerais, Brasil.",NA,"Salino, A","2009","334","2006","08","06","América","Distrito de Santana do Rio Preto., Cabeça de Boi. Floresta estacional semidecidual submontana e mata de galeria.","-43.427944","-19.415",NA,NA,NA,NA,NA,NA,NA,"10",NA,NA
"1476","2019-11-07 11:17:42-03","UFMG","BHCB-SL","101363","PreservedSpecimen","Plantae",NA,NA,NA,"Lindsaeaceae","Lindsaea","stricta","Lindsaea stricta","(Sw.) Dryand.","Almeida, TE; Souza, DT","Brasil","Minas Gerais","Itambé do Mato Dentro","-43.429444","-19.414639",NA,NA,"Terrestre no interior de mata",NA,"Almeida, TE","2006","350","2006","08","06","América",NA,"-43.429444","-19.414639",NA,NA,NA,"72","72",NA,NA,"08",NA,NA
"1477","2019-11-07 11:15:31-03","UFMG","BHCB-SL","101379","PreservedSpecimen","Plantae",NA,NA,NA,"Blechnaceae","Lomaridium","plumieri","Lomaridium plumieri","(Desv.) C.Presl","Almeida, TE; Souza, DT","Brasil","Minas Gerais","Itambé do Mato Dentro","-43.43025","-19.413722",NA,NA,"Trepadeira, próximo a queda d água, no interior de mata de galeria",NA,NA,NA,"366","2006","08","06","América",NA,"-43.43025","-19.413722",NA,NA,NA,"76","790",NA,NA,NA,NA,NA
"1478","2019-11-07 11:18:04-03","UFMG","BHCB-SL","101338","PreservedSpecimen","Plantae",NA,NA,NA,"Lygodiaceae","Lygodium","venustum","Lygodium venustum","Sw.","Almeida, TE; Souza, DT","Brasil","Minas Gerais","Itambé do Mato Dentro","-43.422944","-19.413667",NA,NA,"Trepadeira, em ilha de begetação na parte seca do leito do rio",NA,"Almeida, TE","2006","325","2006","08","05","América",NA,"-43.422944","-19.413667",NA,NA,NA,"70","70",NA,NA,"08",NA,NA
"1479","2020-03-04 20:43:39-03","UFMG","BHCB-SL","101345","PreservedSpecimen","Plantae",NA,NA,NA,"Pteridaceae","Lytoneuron","rosenstockii","Lytoneuron rosenstockii","(Brade) Yesilyurt","Almeida, TE; Souza, DT","Brasil","Minas Gerais","Itambé do Mato Dentro","-43.43025","-19.413722",NA,NA,"Rupícola em rocha ao lado de córrego. Interior de mata de galeria; Rupícols em rocha ao lado de córrego. Interior de mata de galeria.",NA,"Souza, FS; Assis, ELM de","2015","332","2006","08","06","América","Distrito de Santana do Rio Preto (Cabeça de Boi).","-43.43025","-19.413722",NA,NA,NA,"760","790",NA,NA,"10","29",NA
"1480","2020-03-04 20:43:25-03","UFMG","BHCB-SL","101375","PreservedSpecimen","Plantae",NA,NA,NA,"Polypodiaceae","Melpomene","melanosticta","Melpomene melanosticta","(Kunze) A.R.Sm. & R.C.Moran","Almeida, TE; Souza, DT","Brasil","Minas Gerais","Itambé do Mato Dentro","-43.429444","-19.414639",NA,NA,"Rupícola, perto de curso d água, no interior de mata de galeria",NA,"Almeida, TE","2006","362","2006","08","06","América","Distrito de Santana do Rio Preto, Cabeça de Boi. Floresta Estacional Semidecidual Submontana e Mata de Galeria.","-43.429444","-19.414639",NA,NA,NA,"720","720",NA,NA,"10",NA,NA
"1481","2020-03-04 20:43:46-03","UFMG","BHCB-SL","101359","PreservedSpecimen","Plantae",NA,NA,NA,"Thelypteridaceae","Meniscium","arborescens","Meniscium arborescens","Humb. ex Willd.","Almeida, TE; Souza, DT","Brasil","Minas Gerais","Itambé do Mato Dentro","-43.429444","-19.414639",NA,NA,"Terrestre à margem de córrego, em mata de galeria",NA,"Fernandes, RS","2014","346","2006","08","06","América",NA,"-43.429444","-19.414639",NA,NA,NA,"720","720",NA,NA,"04","11",NA
"1482","2020-03-04 20:43:46-03","UFMG","BHCB-SL","151183","PreservedSpecimen","Plantae",NA,NA,NA,"Thelypteridaceae","Meniscium","arborescens","Meniscium arborescens","Humb. ex Willd.","Salino, A","Brasil","Minas Gerais","Itambé do Mato Dentro","-43.275556","-19.366667",NA,NA,"Campo Rupestre e Mata de Galeria",NA,"Fernandes, RS","2014","15118","2011","04","21","América","Cachoeira do Soronata","-43.275556","-19.366667",NA,NA,NA,"630","630",NA,NA,"04","11",NA
"1483","2020-03-04 20:43:48-03","UFMG","BHCB-SL","151184","PreservedSpecimen","Plantae",NA,NA,NA,"Thelypteridaceae","Meniscium","longifolium","Meniscium longifolium","Desv.","Salino, A","Brasil","Minas Gerais","Itambé do Mato Dentro","-43.275556","-19.366667",NA,NA,"Terrestre ao lado da cachoeira",NA,"Fernandes, RS","2012","15119","2011","04","21","América","Cachoeira do Soronata, Campo rupestre e Mata de Galeria","-43.275556","-19.366667",NA,NA,NA,"630","630",NA,NA,"04","03",NA
"1484","2020-03-04 20:43:48-03","UFMG","BHCB-SL","151185","PreservedSpecimen","Plantae",NA,NA,NA,"Thelypteridaceae","Meniscium","longifolium","Meniscium longifolium","Desv.","Salino, A","Brasil","Minas Gerais","Itambé do Mato Dentro","-43.275556","-19.366667",NA,NA,"Terrestre ao lado da cachoeira. Caule reptante",NA,"Fernandes, RS","2014","15120","2011","04","21","América","Cachoeira do Soronata, Campo Rupestre e Mata de Galeria","-43.275556","-19.366667",NA,NA,NA,"630","630",NA,NA,"04","03",NA
"1485","2020-03-04 20:43:48-03","UFMG","BHCB-SL","151170","PreservedSpecimen","Plantae",NA,NA,NA,"Thelypteridaceae","Meniscium","longifolium","Meniscium longifolium","Desv.","Salino, A","Brasil","Minas Gerais","Itambé do Mato Dentro","-43.551389","-19.694444",NA,NA,"Terrestre, próximo a riacho no interior de floresta. Caule curto-reptante",NA,"Fernandes, RS","2014","15105","2011","04","21","América","Cachoeira do Lúcio, Mata de Galeria","-43.551389","-19.694444",NA,NA,NA,"670","670",NA,NA,"04","03",NA
"1486","2019-11-07 11:18:30-03","UFMG","BHCB-SL","101385","PreservedSpecimen","Plantae",NA,NA,NA,"Polypodiaceae","Microgramma","percussa","Microgramma percussa","(Cav.) de la Sota","Almeida, TE; Souza, DT","Brasil","Minas Gerais","Itambé do Mato Dentro","-43.429444","-19.414639",NA,NA,"Epífita, a 1,5m de altura, no interior de mata de galeria",NA,"Almeida, TE","2013","372","2006","08","06","América","Distrito de Santana do Rio Preto, Cabeça de Boi. Floresta Estacional Semidecidual Submontana e Mata de Galeria.","-43.429444","-19.414639",NA,NA,NA,"720","720",NA,NA,NA,NA,NA
"1487","2019-11-07 11:18:40-03","UFMG","BHCB-SL","101368","PreservedSpecimen","Plantae",NA,NA,NA,"Polypodiaceae","Microgramma","tecta","Microgramma tecta","(Kaulf.) Alston","Almeida, TE; Souza, DT","Brasil","Minas Gerais","Itambé do Mato Dentro","-43.429444","-19.415",NA,NA,"Epífita, de 0,5 a 4m de altura, no interior de mata de galeria",NA,"Almeida, TE","2006","355","2006","08","06","América","Distrito de Santana do Rio Preto, Cabeça de Boi. Floresta Estacional Semidecidual Submontana e Mata de Galeria.","-43.429444","-19.415",NA,NA,NA,"710","710",NA,NA,"08",NA,NA
"1488","2019-11-07 11:15:35-03","UFMG","BHCB-SL","101334","PreservedSpecimen","Plantae",NA,NA,NA,"Blechnaceae","Neoblechnum","brasiliense","Neoblechnum brasiliense","(Desv.) Gasper & Dittrich","Almeida, TE; Souza, DT","Brasil","Minas Gerais","Itambé do Mato Dentro","-43.422944","-19.413667",NA,NA,"Terrestre, entre rochas, na parte seca do leito do rio",NA,"Almeida, TE","2006","321","2006","08","05","América",NA,"-43.422944","-19.413667",NA,NA,NA,"70","70",NA,NA,"08",NA,NA
"1489","2019-11-07 11:18:05-03","UFMG","BHCB-SL","101370","PreservedSpecimen","Plantae",NA,NA,NA,"Nephrolepidaceae","Nephrolepis","pectinata","Nephrolepis pectinata","(Willd.) Schott","Almeida, TE; Souza, DT","Brasil","Minas Gerais","Itambé do Mato Dentro","43.43025","19.413722",NA,NA,"Rupícola, pendente, no interior de mata de galeria.",NA,"Maciel, S","2011","101370","2006","08","06","América","Distrito de Santana do Rio Preto (Cabeça de Boi)., Floresta Estacional Semidecidual Submontana e Mata de Galeria.","43.43025","19.413722",NA,NA,NA,"760","790",NA,NA,"08",NA,NA
"1490","2019-11-07 11:18:08-03","UFMG","BHCB-SL","101370","PreservedSpecimen","Plantae",NA,NA,NA,"Nephrolepidaceae","Nephrolepis","pectinata","Nephrolepis pectinata","(Willd.) Schott","Almeida, TE; Souza, DT","Brasil","Minas Gerais","Itambé do Mato Dentro","-43.43025","-19.413722",NA,NA,"Rupícola, pendente, no interior de mata de galeria",NA,NA,NA,"357","2006","08","06","América",NA,"-43.43025","-19.413722",NA,NA,NA,"76","790",NA,NA,NA,NA,NA
"1491","2020-02-11 18:25:46-03","UFMG","BHCB-SL","101380","PreservedSpecimen","Plantae",NA,NA,NA,"Dryopteridaceae","Olfersia","cervina","Olfersia cervina","(L.) Kunze","Almeida, TE; Souza, DT","Brasil","Minas Gerais","Itambé do Mato Dentro","-43.43025","-19.413722",NA,NA,"Rupícola, em fenda de rocha úmida, no interior de mata de galeria",NA,"Almeida, TE","2006","367","2006","08","06","América",NA,"-43.43025","-19.413722",NA,NA,NA,"76","790",NA,NA,"08",NA,NA
"1492","2019-11-07 11:17:51-03","UFMG","BHCB-SL","101333","PreservedSpecimen","Plantae",NA,NA,NA,"Lycopodiaceae","Palhinhaea","cernua","Palhinhaea cernua","(L.) Franco & Vasc.","Almeida, TE; Souza, DT","Brasil","Minas Gerais","Itambé do Mato Dentro","-43.422944","-19.413667",NA,NA,"Terrestre em barranco à margem da estrada",NA,"Almeida, TE","2006","320","2006",NA,NA,"América",NA,"-43.422944","-19.413667",NA,NA,NA,"70","70",NA,NA,"08",NA,NA
"1493","2019-12-19 16:20:34-03","UFMG","BHCB-SL","101336","PreservedSpecimen","Plantae",NA,NA,NA,"Blechnaceae","Parablechnum","cordatum","Parablechnum cordatum","(Desv.) Gasper & Salino","Almeida, TE; Souza, DT","Brasil","Minas Gerais","Itambé do Mato Dentro","-43.422944","-19.413667",NA,NA,"Terrestre próximo a córrego. Perto da margem da estrada",NA,NA,NA,"323","2006","08","05","América",NA,"-43.422944","-19.413667",NA,"BHCB000611","BHCB000611","70","70",NA,NA,NA,NA,NA
"1494","2019-11-07 11:15:36-03","UFMG","BHCB-SL","101360","PreservedSpecimen","Plantae",NA,NA,NA,"Blechnaceae","Parablechnum","glaziovii","Parablechnum glaziovii","(Christ) Gasper & Salino","Almeida, TE; Souza, DT","Brasil","Minas Gerais","Itambé do Mato Dentro","-43.427944","-19.415",NA,NA,"Rupícola à margem de córrego, no interior de mata de galeria",NA,"Almeida, TE","2006","347","2006","08","06","América",NA,"-43.427944","-19.415",NA,NA,NA,"71","71",NA,NA,"08",NA,NA
"1495","2020-02-11 18:26:15-03","UFMG","BHCB-SL","101386","PreservedSpecimen","Plantae",NA,NA,NA,"Polypodiaceae","Pecluma",NA,"Pecluma","M.G.Price","Almeida, TE; Souza, DT","Brasil","Minas Gerais","Itambé do Mato Dentro","-43.422944","-19.413667",NA,NA,"Epífita em caule de Phlebodium, em rocha. Área aberta",NA,NA,NA,"373","2006","08","06","América","Distrito de Santana do Rio Preto, Cabeça de Boi. Floresta Estacional Semidecidual Submontana e Mata de Galeria.","-43.422944","-19.413667",NA,NA,NA,"705","705",NA,NA,NA,NA,NA
"1496","2020-02-11 18:26:18-03","UFMG","BHCB-SL","101355","PreservedSpecimen","Plantae",NA,NA,NA,"Polypodiaceae","Pecluma","pilosa","Pecluma pilosa","(A.M. Evans) M.Kessler & A.R.Sm.","Almeida, TE; Souza, DT","Brasil","Minas Gerais","Itambé do Mato Dentro","-43.422944","-19.413667",NA,NA,"Rupícola, próxima a rio, em área aberta",NA,"Salino, A","2009","342","2006","08","06","América","Distrito de Santana do Rio Preto, Cabeça de Boi. Floresta Estacional Semidecidual Submontana e Mata de Galeria.","-43.422944","-19.413667",NA,NA,NA,"705","705",NA,NA,"09",NA,NA
"1497","2019-11-07 11:18:55-03","UFMG","BHCB-SL","101354","PreservedSpecimen","Plantae",NA,NA,NA,"Polypodiaceae","Phlebodium","pseudoaureum","Phlebodium pseudoaureum","(Cav.) Lellinger","Almeida, TE; Souza, DT","Brasil","Minas Gerais","Itambé do Mato Dentro","-43.422944","-19.413667",NA,NA,"Rupícola, próxima a rio, em área aberta",NA,"Almeida, TE","2006","341","2006","08","06","América","Distrito de Santana do Rio Preto, Cabeça de Boi. Floresta Estacional Semidecidual Submontana e Mata de Galeria.","-43.422944","-19.413667",NA,NA,NA,"705","705",NA,NA,"08",NA,NA
"1498","2020-02-11 18:26:32-03","UFMG","BHCB-SL","101339","PreservedSpecimen","Plantae",NA,NA,NA,"Pteridaceae","Pityrogramma","calomelanos","Pityrogramma calomelanos","(L.) Link","Almeida, TE; Souza, DT","Brasil","Minas Gerais","Itambé do Mato Dentro","-43.422944","-19.413667",NA,NA,"Terrestre, entre pedras, na parte seca do leito do rio",NA,"Almeida, TE","2006","326","2006","08","05","América","Distrito de Santana do Rio Preto (Cabeça de Boi).","-43.422944","-19.413667",NA,NA,NA,"705","705",NA,NA,"08",NA,NA
"1499","2019-12-19 16:18:50-03","UFMG","BHCB-SL","101345","PreservedSpecimen","Plantae",NA,NA,NA,NA,NA,NA,NA,"Valdespino","Almeida, TE; Souza, DT","Brasil","Minas Gerais","Itambé do Mato Dentro","43.43025","19.413722",NA,NA,"Rupícola em rocha ao lado de córrego. Interior de mata de galeria.",NA,NA,NA,"332","2006","08","06","América","Santana do Rio Preto, Cabeça de Boi. Floresta Estacional Semidecidual Submontana e Mata de Galeria.","43.43025","19.413722",NA,NA,NA,"760","790",NA,NA,NA,NA,NA
"1500","2019-12-19 16:18:50-03","UFMG","BHCB-SL",NA,"PreservedSpecimen","Plantae",NA,NA,NA,NA,NA,NA,NA,"Valdespino","Almeida, TE; Souza, DT","Brasil","Minas Gerais","Itambé do Mato Dentro","43.43025","19.413722",NA,NA,"Rupícola em rocha ao lado de córrego. Interior de mata de galeria.",NA,NA,NA,"332","2006","08","06","América","Santana do Rio Preto, Cabeça de Boi. Floresta Estacional Semidecidual Submontana e Mata de Galeria.","43.43025","19.413722",NA,NA,NA,"760","790",NA,NA,NA,NA,NA
"1501","2019-11-07 11:18:55-03","UFMG","BHCB-SL","101367","PreservedSpecimen","Plantae",NA,NA,NA,"Polypodiaceae","Pleopeltis","astrolepis","Pleopeltis astrolepis","(Liebm.) E.Fourn.","Almeida, TE; Souza, DT","Brasil","Minas Gerais","Itambé do Mato Dentro","-43.429444","-19.414639",NA,NA,"Epífita a 1m de altura, em mata de galeria",NA,"Almeida, TE","2006","354","2006","08","06","América","Distrito de Santana do Rio Preto, Cabeça de Boi. Floresta Estacional Semidecidual Submontana e Mata de Galeria.","-43.429444","-19.414639",NA,NA,NA,"720","720",NA,NA,"08",NA,NA
"1502","2019-11-07 11:18:59-03","UFMG","BHCB-SL","101358","PreservedSpecimen","Plantae",NA,NA,NA,"Polypodiaceae","Pleopeltis","hirsutissima","Pleopeltis hirsutissima","(Raddi) de la Sota","Almeida, TE; Souza, DT","Brasil","Minas Gerais","Itambé do Mato Dentro","-43.427944","-19.415",NA,NA,"Rupícola no interior de mata",NA,"Salino, A","2010","345","2006","08","06","América","Distrito de Santana do Rio Preto, Cabeça de Boi. Floresta Estacional Semidecidual Submontana e Mata de Galeria.","-43.427944","-19.415",NA,NA,NA,"710","710",NA,NA,"08",NA,NA
"1503","2019-11-07 11:19:02-03","UFMG","BHCB-SL","101325","PreservedSpecimen","Plantae",NA,NA,NA,"Polypodiaceae","Pleopeltis","minarum","Pleopeltis minarum","(Weath.) Salino","Almeida, TE; Souza, DT","Brasil","Minas Gerais","Itambé do Mato Dentro","-43.422944","-19.413667",NA,NA,"Rupícola à margem de córrego seco. Local sombreado",NA,"Salino, A","2010","312","2006","08","05","América","Distrito de Santana do Rio Preto, Cabeça de Boi. Floresta Estacional Semidecidual Submontana e Mata de Galeria.","-43.422944","-19.413667",NA,NA,NA,"705","705",NA,NA,"08",NA,NA
"1504","2020-03-04 20:43:34-03","UFMG","BHCB-SL","101330","PreservedSpecimen","Plantae",NA,NA,NA,"Polypodiaceae","Pleopeltis","minima","Pleopeltis minima","(Bory) J.Prado & R.Y.Hirai","Almeida, TE; Souza, DT","Brasil","Minas Gerais","Itambé do Mato Dentro","-43.422944","-19.413667",NA,NA,"Rupícola à margem da estrada",NA,"Almeida, TE","2006","317","2006","08","05","América","Distrito de Santana do Rio Preto, Cabeça de Boi. Floresta Estacional Semidecidual Submontana e Mata de Galeria.","-43.422944","-19.413667",NA,NA,NA,"705","705",NA,NA,"10",NA,NA
"1505","2019-11-07 11:17:26-03","UFMG","BHCB-SL","151172","PreservedSpecimen","Plantae",NA,NA,NA,"Hymenophyllaceae","Polyphlebium",NA,"Polyphlebium",NA,"Salino, A","Brasil","Minas Gerais","Itambé do Mato Dentro","-43.551389","-2.570556",NA,NA,"Rupícola em rocha de riacho, próximo à cachoeira. Prensado em álcool.",NA,NA,NA,"15107","2011","04","21","América","Cachoeira do Lúcio, à 2km da sede do município, Mata de Galeria.","-43.551389","-2.570556",NA,NA,NA,"670","670",NA,NA,NA,NA,NA
"1506","2019-11-07 11:17:26-03","UFMG","BHCB-SL","101350","PreservedSpecimen","Plantae",NA,NA,NA,"Hymenophyllaceae","Polyphlebium","diaphanum","Polyphlebium diaphanum","(Kunth) Ebihara & Dubuisson","Almeida, TE; Souza, DT","Brasil","Minas Gerais","Itambé do Mato Dentro","-43.422944","-19.413667",NA,NA,"Rupícola em rio, área aberta",NA,"Salino, A","2010","337","2006","08","06","América","Santana do Rio Preto, Cabeça do Boi. Floresta Semidecidual Submontana e Mata de Galeria.","-43.422944","-19.413667",NA,NA,NA,"705","705",NA,NA,"09",NA,NA
"1507","2019-11-07 11:20:30-03","UFMG","BHCB-SL","101361","PreservedSpecimen","Plantae",NA,NA,NA,"Schizaeaceae","Schizaea","elegans","Schizaea elegans","(Vahl) Sw.","Almeida, TE; Souza, DT","Brasil","Minas Gerais","Itambé do Mato Dentro","-43.422944","-19.413667",NA,NA,"Terrestre no interior de mata",NA,"Almeida, TE","2006","348","2006","08","06","América",NA,"-43.422944","-19.413667",NA,NA,NA,"70","70",NA,NA,"08",NA,NA
"1508","2019-11-07 11:20:34-03","UFMG","BHCB-SL","101349","PreservedSpecimen","Plantae",NA,NA,NA,"Selaginellaceae","Selaginella","erectifolia","Selaginella erectifolia","Spring","Almeida, TE; Souza, DT","Brasil","Minas Gerais","Itambé do Mato Dentro","-43.427944","-19.415",NA,NA,"Rupícola ao lado de córrego. Interior de mata de galeria",NA,"Heringer, G","2012","336","2006",NA,NA,"América","Distrito de Santana do Rio Preto (Cabeça de Boi)., Floresta Estacional Semidecidual Submontana e Mata de Galeria.","-43.427944","-19.415",NA,NA,NA,"71","71",NA,NA,"08",NA,NA
"1509","2019-11-07 11:20:34-03","UFMG","BHCB-SL","101346","PreservedSpecimen","Plantae",NA,NA,NA,"Selaginellaceae","Selaginella","flexuosa","Selaginella flexuosa","Spring","Almeida, TE; Souza, DT","Brasil","Minas Gerais","Itambé do Mato Dentro","-43.427944","-19.415",NA,NA,"Rupícola em rocha ao lado de córrego. Interior de mata de galeria",NA,"Heringer, G","2011","333","2006",NA,NA,"América","Distrito de Santana do Rio Preto (Cabeça de Boi)., Floresta Estacional Semidecidual Submontana e Mata de Galeria.","-43.427944","-19.415",NA,NA,NA,"71","71",NA,NA,"02",NA,NA
"1510","2019-11-07 11:19:10-03","UFMG","BHCB-SL","101383","PreservedSpecimen","Plantae",NA,NA,NA,"Polypodiaceae","Serpocaulon","latipes","Serpocaulon latipes","(Langsd. & Fisch.) A.R.Sm.","Almeida, TE; Souza, DT","Brasil","Minas Gerais","Itambé do Mato Dentro","-43.422944","-19.413667",NA,NA,"Terrestre em borda de mata",NA,"Salino, A","2010","370","2006","08","06","América","Distrito de Santana do Rio Preto, Cabeça de Boi. Floresta Estacional Semidecidual Submontana e Mata de Galeria.","-43.422944","-19.413667",NA,NA,NA,"705","705",NA,NA,"08",NA,NA
"1511","2020-03-04 20:43:04-03","UFMG","BHCB-SL","101326","PreservedSpecimen","Plantae",NA,NA,NA,"Cyatheaceae","Sphaeropteris","gardneri","Sphaeropteris gardneri","(Hook.) R.M.Tryon","Almeida, TE; Souza, DT","Brasil","Minas Gerais","Itambé do Mato Dentro","-43.422944","-19.413667",NA,NA,"Terrestre na margem de rio, em Mata ciliar. Caule com 20cm de altura",NA,"Almeida, TE","2006","313","2006","08","05","América",NA,"-43.422944","-19.413667",NA,NA,NA,"70","70",NA,NA,"08",NA,NA
"1512","2019-11-07 11:17:11-03","UFMG","BHCB-SL","101337","PreservedSpecimen","Plantae",NA,NA,NA,"Gleicheniaceae","Sticherus","lanuginosus","Sticherus lanuginosus","(Fée) Nakai","Almeida, TE; Souza, DT","Brasil","Minas Gerais","Itambé do Mato Dentro","-43.422944","-19.413667",NA,NA,"Terrestre próximo a córrego. Perto da margem da estrada",NA,"Almeida, TE","2006","324","2006","08","05","América",NA,"-43.422944","-19.413667",NA,NA,NA,"70","70",NA,NA,"08",NA,NA
"1513","2019-11-07 11:17:31-03","UFMG","BHCB-SL","101342","PreservedSpecimen","Plantae",NA,NA,NA,"Hymenophyllaceae","Trichomanes","cristatum","Trichomanes cristatum","Kaulf.","Almeida, TE; Souza, DT","Brasil","Minas Gerais","Itambé do Mato Dentro","-43.422944","-19.413667",NA,NA,"Terrestre em borda de mata, em área meio brejosa",NA,"Almeida, TE","2006","329","2006","08","06","América","Santana do Rio Preto, Cabeça do Boi. Floresta Semidecidual Submontana e Mata de Galeria.","-43.422944","-19.413667",NA,NA,NA,"705","705",NA,NA,"08",NA,NA
"1514","2019-11-07 11:17:31-03","UFMG","BHCB-SL","101371","PreservedSpecimen","Plantae",NA,NA,NA,"Hymenophyllaceae","Trichomanes","pilosum","Trichomanes pilosum","Raddi","Almeida, TE; Souza, DT","Brasil","Minas Gerais","Itambé do Mato Dentro","-43.43025","-19.413722",NA,NA,"Rupícola em paredão ao lado de córrego, dentro da mata de galeria",NA,"Almeida, TE","2006","358","2006","08","06","América","Santana do Rio Preto, Cabeça do Boi. Floresta Semidecidual Submontana e Mata de Galeria.","-43.43025","-19.413722",NA,NA,NA,"760","790",NA,NA,"10",NA,NA
"1515","2019-11-07 11:17:34-03","UFMG","BHCB-SL","151176","PreservedSpecimen","Plantae",NA,NA,NA,"Hymenophyllaceae","Trichomanes","pilosum","Trichomanes pilosum","Raddi","Salino, A","Brasil","Minas Gerais","Itambé do Mato Dentro","-43.551389","-2.570556",NA,NA,"Rupícola no paredão de cachoeira. Prensado em álcool.",NA,"Salino, A","2011","15111","2011","04","21","América","Cachoeira do Lúcio, à 2km da sede do município, Mata de Galeria.","-43.551389","-2.570556",NA,NA,NA,"670","670",NA,NA,"04","21",NA
"1516","2019-11-07 11:18:04-03","UFMG","BHCB-SL","53334","PreservedSpecimen","Plantae",NA,NA,NA,"Lygodiaceae","Lygodium","venustum","Lygodium venustum","Sw.","Mota, RC","Brasil","Minas Gerais","Itambé do Mato Dentro","-43.3210983276367","-19.414400100708","22479",NA,NA,"auto",NA,NA,"175",NA,NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1517","2020-02-11 18:25:46-03","UFMG","BHCB-SL","53347","PreservedSpecimen","Plantae",NA,NA,NA,"Dryopteridaceae","Olfersia","cervina","Olfersia cervina","(L.) Kunze","Mota, RC","Brasil","Minas Gerais","Itambé do Mato Dentro","-43.3210983276367","-19.414400100708","22479",NA,"Coletada em barranco, próxima à margem de rio.","auto",NA,NA,"188","2000","03","08","América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1518","2019-11-07 11:17:11-03","UFMG","BHCB-SL","53353","PreservedSpecimen","Plantae",NA,NA,NA,"Gleicheniaceae","Sticherus","bifidus","Sticherus bifidus","(Willd.) Ching","Mota, RC","Brasil","Minas Gerais","Itambé do Mato Dentro","-43.3210983276367","-19.414400100708","22479",NA,NA,"auto",NA,NA,"194",NA,NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1519","2019-11-07 11:15:31-03","UFMG","BHCB-SL","53339","PreservedSpecimen","Plantae",NA,NA,NA,"Blechnaceae","Blechnum","occidentale","Blechnum occidentale","L.","Mota, RC","Brasil","Minas Gerais","Itambé do Mato Dentro","-43.3210983276367","-19.414400100708","22479",NA,NA,"auto",NA,NA,"180",NA,NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1520","2020-03-04 20:43:03-03","UFMG","BHCB-SL","53340","PreservedSpecimen","Plantae",NA,NA,NA,"Aspleniaceae","Asplenium","pedicularifolium","Asplenium pedicularifolium","A.St.-Hil.","Mota, RC","Brasil","Minas Gerais","Itambé do Mato Dentro","-43.3210983276367","-19.414400100708","22479",NA,NA,"auto",NA,NA,"181",NA,NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1521","2019-11-07 11:15:31-03","UFMG","BHCB-SL","53339","PreservedSpecimen","Plantae",NA,NA,NA,"Blechnaceae","Blechnum","occidentale","Blechnum occidentale","L.","Mota, RC","Brasil","Minas Gerais","Itambé do Mato Dentro","-43.3210983276367","-19.414400100708","22479",NA,NA,"auto",NA,NA,"180",NA,NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1522","2019-11-07 11:15:31-03","UFMG","BHCB-SL","53346","PreservedSpecimen","Plantae",NA,NA,NA,"Blechnaceae","Blechnum","polypodioides","Blechnum polypodioides","Raddi","Mota, RC","Brasil","Minas Gerais","Itambé do Mato Dentro","-43.3210983276367","-19.414400100708","22479",NA,NA,"auto",NA,NA,"187",NA,NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
